poem_name,poet_name,poem_number,line_number,english_pronounciation,Line_Original,meaning_of_line,tamil_meaning_of_line,tinai,Word_Original,Hierarchical_Entity_Tag,important_entity
Aiṅkuṟunūṟu,Unknown,37,6,tāya,பதுக்கைத் தாய ஒதுக்கருங் கவலைச்,"In the desert where scattered (stones) are heaped, difficult to avoid...",பதுக்கை (பதுக்கை) தாய (தழுவிய) ஒதுக்கருங் (ஒதுக்க அரிய) கவலையில் (பாலையில்),Palai,தாய,ACTION_HEAPED,no
Aiṅkuṟunūṟu,Unknown,37,6,otukkaruṅ,பதுக்கைத் தாய ஒதுக்கருங் கவலைச்,"In the desert where scattered (stones) are heaped, difficult to avoid...",பதுக்கை (பதுக்கை) தாய (தழுவிய) ஒதுக்கருங் (ஒதுக்க அரிய) கவலையில் (பாலையில்),Palai,ஒதுக்கருங்,ACTION_DIFFICULT_TO_AVOID,yes
Aiṅkuṟunūṟu,Unknown,37,6,kavalaic,பதுக்கைத் தாய ஒதுக்கருங் கவலைச்,"In the desert where scattered (stones) are heaped, difficult to avoid...",பதுக்கை (பதுக்கை) தாய (தழுவிய) ஒதுக்கருங் (ஒதுக்க அரிய) கவலையில் (பாலையில்),Palai,கவலைச்,LANDFORM_DESERT,yes
Aiṅkuṟunūṟu,Unknown,37,7,ciṟukaṇ,சிறுகண் யானை உறுபகை நினையாது,"The small-eyed elephant, not thinking of the great enmity...",சிறுகண் (சிறிய கண்) யானை (யானை) உறுபகை (கொடிய பகை) நினையாது (நினையாமல்),Palai,சிறுகண்,ANIMAL_SMALL_EYED_ELEPHANT,yes
Aiṅkuṟunūṟu,Unknown,37,7,yāṉai,சிறுகண் யானை உறுபகை நினையாது,"The small-eyed elephant, not thinking of the great enmity...",சிறுகண் (சிறிய கண்) யானை (யானை) உறுபகை (கொடிய பகை) நினையாது (நினையாமல்),Palai,யானை,ANIMAL_ELEPHANT,yes
Aiṅkuṟunūṟu,Unknown,37,7,uṟupakai,சிறுகண் யானை உறுபகை நினையாது,"The small-eyed elephant, not thinking of the great enmity...",சிறுகண் (சிறிய கண்) யானை (யானை) உறுபகை (கொடிய பகை) நினையாது (நினையாமல்),Palai,உறுபகை,EMOTION_GREAT_ENMITY,yes
Aiṅkuṟunūṟu,Unknown,37,7,ṉiṉaiyātu,சிறுகண் யானை உறுபகை நினையாது,"The small-eyed elephant, not thinking of the great enmity...",சிறுகண் (சிறிய கண்) யானை (யானை) உறுபகை (கொடிய பகை) நினையாது (நினையாமல்),Palai,னினையாது,ACTION_NOT_THINKING,no
Aiṅkuṟunūṟu,Unknown,37,8,yākku,யாக்குவந் தனையோ பூந்தார் மார்ப,"Have you come, O chest with flower garlands?",எப்படி வந்தனையோ? பூந்தார் (பூ மாலை) மார்பனே!,Palai,யாக்கு,QUESTION_HOW,no
Aiṅkuṟunūṟu,Unknown,37,8,vantaṉaiyō,யாக்குவந் தனையோ பூந்தார் மார்ப,"Have you come, O chest with flower garlands?",எப்படி வந்தனையோ? பூந்தார் (பூ மாலை) மார்பனே!,Palai,வந்தனையோ,ACTION_CAME_YOU_QUESTION,yes
Aiṅkuṟunūṟu,Unknown,37,8,pūntār,யாக்குவந் தனையோ பூந்தார் மார்ப,"Have you come, O chest with flower garlands?",எப்படி வந்தனையோ? பூந்தார் (பூ மாலை) மார்பனே!,Palai,பூந்தார்,GARLAND_FLOWER_GARLAND,yes
Aiṅkuṟunūṟu,Unknown,37,8,mārpa,யாக்குவந் தனையோ பூந்தார் மார்ப,"Have you come, O chest with flower garlands?",எப்படி வந்தனையோ? பூந்தார் (பூ மாலை) மார்பனே!,Palai,மார்ப,PERSON_WITH_CHEST_VOCATIVE,yes
Aiṅkuṟunūṟu,Unknown,37,9,aṟuḷpuri,அருள்புரி நெஞ்சம் உய்த்தர,The compassionate heart bringing (you)...,அருள்புரி (அருள் செய்யும்) நெஞ்சம் (நெஞ்சம்) உய்த்து (கொண்டு) வர (வர),Palai,அருள்புரி,ACTION_COMPASSIONATE,no
Aiṅkuṟunūṟu,Unknown,37,9,neñcam,அருள்புரி நெஞ்சம் உய்த்தர,The compassionate heart bringing (you)...,அருள்புரி (அருள் செய்யும்) நெஞ்சம் (நெஞ்சம்) உய்த்து (கொண்டு) வர (வர),Palai,நெஞ்சம்,BODY_PART_HEART,yes
Aiṅkuṟunūṟu,Unknown,37,9,uyt tara,அருள்புரி நெஞ்சம் உய்த்தர,The compassionate heart bringing (you)...,அருள்புரி (அருள் செய்யும்) நெஞ்சம் (நெஞ்சம்) உய்த்து (கொண்டு) வர (வர),Palai,உய்த்தர,ACTION_BROUGHT,yes
Aiṅkuṟunūṟu,Unknown,37,10,iruḷpora,இருள்பொர நின்ற இரவி னானே.,In the night that stands fighting with darkness.,இருள்பொர (இருளுடன் போராட) நின்ற (நின்ற) இரவில் (இரவில்).,Palai,இருள்பொร,ACTION_DARKNESS_FIGHTING,no
Aiṅkuṟunūṟu,Unknown,37,10,niṉṟa,இருள்பொர நின்ற இரவி னானே.,In the night that stands fighting with darkness.,இருள்பொர (இருளுடன் போராட) நின்ற (நின்ற) இரவில் (இரவில்).,Palai,நின்ற,ACTION_STOOD,yes
Aiṅkuṟunūṟu,Unknown,37,10,iravi,இருள்பொர நின்ற இரவி னானே.,In the night that stands fighting with darkness.,இருள்பொர (இருளுடன் போராட) நின்ற (நின்ற) இரவில் (இரவில்).,Palai,இரவி,TIME_NIGHT,no
Aiṅkuṟunūṟu,Unknown,37,10,ṉāṉē,இருள்பொர நின்ற இரவி னானே.,In the night that stands fighting with darkness.,இருள்பொர (இருளுடன் போராட) நின்ற (நின்ற) இரவில் (இரவில்).,Palai,னானே,TIME_NIGHT,no
Aiṅkuṟunūṟu,Unknown,37,11,cilaiviṟ,சிலைவிற் பகழிச் செந்துவ ராடைக்,"With bow and arrow, with red dress...",சிலைவிற் (வில்) பகழிச் (அம்பு) செந்துவர் (சிவந்த துவர்) ஆடை (ஆடை),Palai,சிலைவிற்,WEAPON_BOW,yes
Aiṅkuṟunūṟu,Unknown,37,11,pakaẕic,சிலைவிற் பகழிச் செந்துவ ராடைக்,"With bow and arrow, with red dress...",சிலைவிற் (வில்) பகழிச் (அம்பு) செந்துவர் (சிவந்த துவர்) ஆடை (ஆடை),Palai,பகழிச்,WEAPON_ARROW,yes
Aiṅkuṟunūṟu,Unknown,37,11,cēntuva,சிலைவிற் பகழிச் செந்துவ ராடைக்,"With bow and arrow, with red dress...",சிலைவிற் (வில்) பகழிச் (அம்பு) செந்துவர் (சிவந்த துவர்) ஆடை (ஆடை),Palai,செந்துவ,COLOR_RED,no
Aiṅkuṟunūṟu,Unknown,37,11,rāṭaik,சிலைவிற் பகழிச் செந்துவ ராடைக்,"With bow and arrow, with red dress...",சிலைவிற் (வில்) பகழிச் (அம்பு) செந்துவர் (சிவந்த துவர்) ஆடை (ஆடை),Palai,ராடைக்,CLOTHING_DRESS,yes
Aiṅkuṟunūṟu,Unknown,37,12,kolaiyal,கொலைவல் எயினர் தங்கைநின் முலைய,"The sister of the murder-skilled eyinar, O (one with) breasts...",கொலைவல் (கொலை திறம்) எயினர் (எயினர்) தங்கை (தங்கை) உன் முலையளே!,Palai,கொலைவல்,SKILL_MURDER,yes
Aiṅkuṟunūṟu,Unknown,37,12,eyiṉar,கொலைவல் எயினர் தங்கைநின் முலைய,"The sister of the murder-skilled eyinar, O (one with) breasts...",கொலைவல் (கொலை திறம்) எயினர் (எயினர்) தங்கை (தங்கை) உன் முலையளே!,Palai,எயினர்,PERSON_EYINAR,yes
Aiṅkuṟunūṟu,Unknown,37,12,taṅkainiṉ,கொலைவல் எயினர் தங்கைநின் முலைய,"The sister of the murder-skilled eyinar, O (one with) breasts...",கொலைவல் (கொலை திறம்) எயினர் (எயினர்) தங்கை (தங்கை) உன் முலையளே!,Palai,தங்கைநின்,KINSHIP_YOUNGER_SISTER_YOUR,no
Aiṅkuṟunūṟu,Unknown,37,12,mulaiya,கொலைவல் எயினர் தங்கைநின் முலைய,"The sister of the murder-skilled eyinar, O (one with) breasts...",கொலைவல் (கொலை திறம்) எயினர் (எயினர்) தங்கை (தங்கை) உன் முலையளே!,Palai,முலைய,BODY_PART_BREAST_VOCATIVE,yes
Aiṅkuṟunūṟu,Unknown,37,13,cuṇaṅkeṉa,சுணங்கென நினைதி நீயே,You think (they are) beauty marks...,சுணங்கு (பொட்டு) என நினைதி (நினைக்கிறாய்) நீயே,Palai,சுணங்கென,QUALITY_BEAUTY_MARK_SAYING,no
Aiṅkuṟunūṟu,Unknown,37,13,niṉaiti,சுணங்கென நினைதி நீயே,You think (they are) beauty marks...,சுணங்கு (பொட்டு) என நினைதி (நினைக்கிறாய்) நீயே,Palai,நினைதி,ACTION_THINK_YOU,yes
Aiṅkuṟunūṟu,Unknown,37,13,nīyē,சுணங்கென நினைதி நீயே,You think (they are) beauty marks...,சுணங்கு (பொட்டு) என நினைதி (நினைக்கிறாய்) நீயே,Palai,நீயே,PRONOUN_YOU,yes
Aiṅkuṟunūṟu,Unknown,37,14,aṇaṅkeṉa,அணங்கென நினையும்என் அணங்குறு நெஞ்சே.,My love-afflicted heart thinks (they are) divine.,அணங்கு (தெய்வம்) என நினையும் (நினைக்கும்) என் அணங்குறு (அணங்கு உற்ற) நெஞ்சம்.,Palai,அணங்கென,BEING_DIVINE_SAYING,no
Aiṅkuṟunūṟu,Unknown,37,14,niṉaiyumeṉ,அணங்கென நினையும்என் அணங்குறு நெஞ்சே.,My love-afflicted heart thinks (they are) divine.,அணங்கு (தெய்வம்) என நினையும் (நினைக்கும்) என் அணங்குறு (அணங்கு உற்ற) நெஞ்சம்.,Palai,நினையும்என்,ACTION_THINKS_MY,yes
Aiṅkuṟunūṟu,Unknown,37,14,aṇaṅkuṟu,அணங்கென நினையும்என் அணங்குறு நெஞ்சே.,My love-afflicted heart thinks (they are) divine.,அணங்கு (தெய்வம்) என நினையும் (நினைக்கும்) என் அணங்குறு (அணங்கு உற்ற) நெஞ்சம்.,Palai,அணங்குறு,STATE_LOVE_AFFLICTED,yes
Aiṅkuṟunūṟu,Unknown,37,14,neñcē,அணங்கென நினையும்என் அணங்குறு நெஞ்சே.,My love-afflicted heart thinks (they are) divine.,அணங்கு (தெய்வம்) என நினையும் (நினைக்கும்) என் அணங்குறு (அணங்கு உற்ற) நெஞ்சம்.,Palai,நெஞ்சே,BODY_PART_HEART,yes
Aiṅkuṟunūṟu,Unknown,37,15,muḷamā,முளமா வல்சி எயினர் தங்கை,"The young woman, sister of the eyinar with millet food...",முளமா (முளைத்த மா) வல்சி (உணவு) எயினர் (எயினர்) தங்கை (தங்கை),Palai,முளமா,FOOD_SPROUTED_MILLET,yes
Aiṅkuṟunūṟu,Unknown,37,15,valci,முளமா வல்சி எயினர் தங்கை,"The young woman, sister of the eyinar with millet food...",முளமா (முளைத்த மா) வல்சி (உணவு) எயினர் (எயினர்) தங்கை (தங்கை),Palai,வல்சி,FOOD_FOOD,yes
Aiṅkuṟunūṟu,Unknown,37,15,eyiṉar,முளமா வல்சி எயினர் தங்கை,"The young woman, sister of the eyinar with millet food...",முளமா (முளைத்த மா) வல்சி (உணவு) எயினர் (எயினர்) தங்கை (தங்கை),Palai,எயினர்,PERSON_EYINAR,yes
Aiṅkuṟunūṟu,Unknown,37,15,taṅkai,முளமா வல்சி எயினர் தங்கை,"The young woman, sister of the eyinar with millet food...",முளமா (முளைத்த மா) வல்சி (உணவு) எயினர் (எயினர்) தங்கை (தங்கை),Palai,தங்கை,KINSHIP_YOUNGER_SISTER,yes
Aiṅkuṟunūṟu,Unknown,37,16,iḷamā,இளமா எயிற்றிக்கும் இந்நிலை அறியச்,So that even the young woman with beautiful teeth knows this state...,இளமா (இளம்) எயிற்றிக்கும் (பல் உடையவளுக்கும்) இந்நிலை (இந்நிலை) அறிய (அறிய),Palai,இளமா,QUALITY_YOUNG,no
Aiṅkuṟunūṟu,Unknown,37,16,eyiṟṟikkum,இளமா எயிற்றிக்கும் இந்நிலை அறியச்,So that even the young woman with beautiful teeth knows this state...,இளமா (இளம்) எயிற்றிக்கும் (பல் உடையவளுக்கும்) இந்நிலை (இந்நிலை) அறிய (அறிய),Palai,எயிற்றிக்கும்,PERSON_WITH_TEETH_DATIVE_ALSO,yes
Aiṅkuṟunūṟu,Unknown,37,16,iṉṉilai,இளமா எயிற்றிக்கும் இந்நிலை அறியச்,So that even the young woman with beautiful teeth knows this state...,இளமா (இளம்) எயிற்றிக்கும் (பல் உடையவளுக்கும்) இந்நிலை (இந்நிலை) அறிய (அறிய),Palai,இந்நிலை,STATE_THIS_CONDITION,yes
Aiṅkuṟunūṟu,Unknown,37,16,aṟiyac,இளமா எயிற்றிக்கும் இந்நிலை அறியச்,So that even the young woman with beautiful teeth knows this state...,இளமா (இளம்) எயிற்றிக்கும் (பல் உடையவளுக்கும்) இந்நிலை (இந்நிலை) அறிய (அறிய),Palai,அறியச்,ACTION_KNOW,no
Aiṅkuṟunūṟu,Unknown,37,17,colliṉēṉ,சொல்லினேன் இரக்கும் அளவை,"When I spoke, at the time of begging...",சொன்னேன் (சொன்னேன்) இரக்கும் (கேட்கும்) அளவில் (அளவில்),Palai,சொல்லினேன்,ACTION_SPOKE_I,yes
Aiṅkuṟunūṟu,Unknown,37,17,irakkum,சொல்லினேன் இரக்கும் அளவை,"When I spoke, at the time of begging...",சொன்னேன் (சொன்னேன்) இரக்கும் (கேட்கும்) அளவில் (அளவில்),Palai,இரக்கும்,ACTION_BEGGING,yes
Aiṅkuṟunūṟu,Unknown,37,17,aḷavai,சொல்லினேன் இரக்கும் அளவை,"When I spoke, at the time of begging...",சொன்னேன் (சொன்னேன்) இரக்கும் (கேட்கும்) அளவில் (அளவில்),Palai,அளவை,TIME_AT,no
Aiṅkuṟunūṟu,Unknown,37,18,veḷvēl,வெள்வேல் விடலை விரையா தீமே.,O young man with white spear! Do not delay.,வெள்வேல் (வெண் வேல்) விடலை (இளைஞன்)! விரையாதீமே (தாமதியாதே).,Palai,வெள்வேல்,WEAPON_WHITE_SPEAR,yes
Aiṅkuṟunūṟu,Unknown,37,18,viṭalai,வெள்வேல் விடலை விரையா தீமே.,O young man with white spear! Do not delay.,வெள்வேல் (வெண் வேல்) விடலை (இளைஞன்)! விரையாதீமே (தாமதியாதே).,Palai,விடலை,PERSON_YOUNG_MAN_VOCATIVE,yes
Aiṅkuṟunūṟu,Unknown,37,18,viṟaiyā,வெள்வேல் விடலை விரையா தீமே.,O young man with white spear! Do not delay.,வெள்வேல் (வெண் வேல்) விடலை (இளைஞன்)! விரையாதீமே (தாமதியாதே).,Palai,விரையா,ACTION_NOT_HURRY,no
Aiṅkuṟunūṟu,Unknown,37,18,tīmē,வெள்வேல் விடலை விரையா தீமே.,O young man with white spear! Do not delay.,வெள்வேல் (வெண் வேல்) விடலை (இளைஞன்)! விரையாதீமே (தாமதியாதே).,Palai,தீமே,ACTION_DO_NOT,no
Aiṅkuṟunūṟu,Unknown,37,19,kaṇamā,கணமா தொலைச்சித் தன்னையர் தந்த,"The group of animals destroyed, given by his father...",கணமா (கூட்ட மா) தொலைச்சி (அழித்து) தன்னையர் (தன் தந்தை) தந்த (தந்த),Palai,கணமா,ANIMAL_GROUP_ANIMALS,yes
Aiṅkuṟunūṟu,Unknown,37,19,tolaiccit,கணமா தொலைச்சித் தன்னையர் தந்த,"The group of animals destroyed, given by his father...",கணமா (கூட்ட மா) தொலைச்சி (அழித்து) தன்னையர் (தன் தந்தை) தந்த (தந்த),Palai,தொலைச்சித்,ACTION_DESTROYED,yes
Aiṅkuṟunūṟu,Unknown,37,19,taṉnaiyar,கணமா தொலைச்சித் தன்னையர் தந்த,"The group of animals destroyed, given by his father...",கணமா (கூட்ட மா) தொலைச்சி (அழித்து) தன்னையர் (தன் தந்தை) தந்த (தந்த),Palai,தன்னையர்,KINSHIP_HIS_FATHER,no
Aiṅkuṟunūṟu,Unknown,37,19,tanta,கணமா தொலைச்சித் தன்னையர் தந்த,"The group of animals destroyed, given by his father...",கணமா (கூட்ட மா) தொலைச்சி (அழித்து) தன்னையர் (தன் தந்தை) தந்த (தந்த),Palai,தந்த,ACTION_GAVE,yes
Aiṅkuṟunūṟu,Unknown,37,20,ṇavūṉ,நிணவூன் வல்சிப் படுபுள் ஒப்பும்,Like the birds that fall on the fatty meat feast...,நிணவூன் (கொழுப்பு ஊன்) வல்சி (உணவு) படுபுள் (விழும் பறவை) ஒப்பும் (ஒக்கும்),Palai,ணவூன்,FOOD_FATTY_MEAT,yes
Aiṅkuṟunūṟu,Unknown,37,20,valcip,நிணவூன் வல்சிப் படுபுள் ஒப்பும்,Like the birds that fall on the fatty meat feast...,நிணவூன் (கொழுப்பு ஊன்) வல்சி (உணவு) படுபுள் (விழும் பறவை) ஒப்பும் (ஒக்கும்),Palai,வல்சிப்,FOOD_FEAST,yes
Aiṅkuṟunūṟu,Unknown,37,20,paṭupuḷ,நிணவூன் வல்சிப் படுபுள் ஒப்பும்,Like the birds that fall on the fatty meat feast...,நிணவூன் (கொழுப்பு ஊன்) வல்சி (உணவு) படுபுள் (விழும் பறவை) ஒப்பும் (ஒக்கும்),Palai,படுபுள்,ANIMAL_FALLING_BIRD,yes
Aiṅkuṟunūṟu,Unknown,37,20,oppum,நிணவூன் வல்சிப் படுபுள் ஒப்பும்,Like the birds that fall on the fatty meat feast...,நிணவூன் (கொழுப்பு ஊன்) வல்சி (உணவு) படுபுள் (விழும் பறவை) ஒப்பும் (ஒக்கும்),Palai,ஒப்பும்,COMPARISON_LIKE,yes
Aiṅkuṟunūṟu,Unknown,37,21,nalamāṇ,நலமாண் எயிற்றி போலப் பலமிகு,"Like the beautiful-toothed woman, with many great...","நலமாண் (அழகு மாண்ட) எயிற்றி (பல் உடையவள்) போல, பலமிகு (பல மிகுந்த)",Palai,நலமாண்,QUALITY_BEAUTIFUL_ADORNED,yes
Aiṅkuṟunūṟu,Unknown,37,21,eyiṟṟi,நலமாண் எயிற்றி போலப் பலமிகு,"Like the beautiful-toothed woman, with many great...","நலமாண் (அழகு மாண்ட) எயிற்றி (பல் உடையவள்) போல, பலமிகு (பல மிகுந்த)",Palai,எயிற்றி,PERSON_WITH_TEETH,yes
Aiṅkuṟunūṟu,Unknown,37,21,pōlap,நலமாண் எயிற்றி போலப் பலமிகு,"Like the beautiful-toothed woman, with many great...","நலமாண் (அழகு மாண்ட) எயிற்றி (பல் உடையவள்) போல, பலமிகு (பல மிகுந்த)",Palai,போலப்,COMPARISON_LIKE,yes
Aiṅkuṟunūṟu,Unknown,37,21,palamiku,நலமாண் எயிற்றி போலப் பலமிகு,"Like the beautiful-toothed woman, with many great...","நலமாண் (அழகு மாண்ட) எயிற்றி (பல் உடையவள்) போல, பலமிகு (பல மிகுந்த)",Palai,பலமிகு,QUANTITY_MANY_GREAT,no
Aiṅkuṟunūṟu,Unknown,37,22,nalnalam,நல்நலம் நயவர உடையை,You possess good beauty that is desirable...,நல்நலம் (நல்ல அழகு) நயவர (விருப்பம் வர) உடையை (உடையை),Palai,நல்நலம்,QUALITY_GOOD_BEAUTY,yes
Aiṅkuṟunūṟu,Unknown,37,22,nayavara,நல்நலம் நயவர உடையை,You possess good beauty that is desirable...,நல்நலம் (நல்ல அழகு) நயவர (விருப்பம் வர) உடையை (உடையை),Palai,நயவர,ACTION_DESIRABLE,no
Aiṅkuṟunūṟu,Unknown,37,22,uṭaiyai,நல்நலம் நயவர உடையை,You possess good beauty that is desirable...,நல்நலம் (நல்ல அழகு) நயவர (விருப்பம் வர) உடையை (உடையை),Palai,உடையை,ACTION_POSSESS_YOU,yes
Aiṅkuṟunūṟu,Unknown,37,23,eṉ,என்நோற் றனையோ மாஇன் தளிரே.,"What penance have you done, O great, sweet tender leaf?",என்ன நோற்றனையோ (தவம் செய்தாயோ) மாஇன் (பெரிய இனிய) தளிரே!,Palai,என்நோற்,QUESTION_WHAT_PENANCE,no
Aiṅkuṟunūṟu,Unknown,37,23,ṟaṉaiyō,என்நோற் றனையோ மாஇன் தளிரே.,"What penance have you done, O great, sweet tender leaf?",என்ன நோற்றனையோ (தவம் செய்தாயோ) மாஇன் (பெரிய இனிய) தளிரே!,Palai,றனையோ,ACTION_DID_YOU_QUESTION,yes
Aiṅkuṟunūṟu,Unknown,37,23,māiṉ,என்நோற் றனையோ மாஇன் தளிரே.,"What penance have you done, O great, sweet tender leaf?",என்ன நோற்றனையோ (தவம் செய்தாயோ) மாஇன் (பெரிய இனிய) தளிரே!,Palai,மாஇன்,QUALITY_GREAT_SWEET,no
Aiṅkuṟunūṟu,Unknown,37,23,taḷirē,என்நோற் றனையோ மாஇன் தளிரே.,"What penance have you done, O great, sweet tender leaf?",என்ன நோற்றனையோ (தவம் செய்தாயோ) மாஇன் (பெரிய இனிய) தளிரே!,Palai,தளிரே,PLANT_TENDER_LEAF_VOCATIVE,yes
Aiṅkuṟunūṟu,Unknown,37,24,aṉṉāy,அன்னாய் வாழிவேண் டன்னை தோழி,"Long live, mother! O mother, friend...",அன்னாய் வாழ்க! அன்னாய் தோழி,Palai,அன்னாய்,KINSHIP_MOTHER_VOCATIVE,yes
Aiṅkuṟunūṟu,Unknown,37,24,vāḻivēṇ,அன்னாய் வாழிவேண் டன்னை தோழி,"Long live, mother! O mother, friend...",அன்னாய் வாழ்க! அன்னாய் தோழி,Palai,வாழிவேண்,ACTION_LONG_LIVE,no
Aiṅkuṟunūṟu,Unknown,37,24,ṭaṉṉai,அன்னாய் வாழிவேண் டன்னை தோழி,"Long live, mother! O mother, friend...",அன்னாய் வாழ்க! அன்னாய் தோழி,Palai,டன்னை,KINSHIP_MOTHER_VOCATIVE,yes
Aiṅkuṟunūṟu,Unknown,37,24,tōḻi,அன்னாய் வாழிவேண் டன்னை தோழி,"Long live, mother! O mother, friend...",அன்னாய் வாழ்க! அன்னாய் தோழி,Palai,தோழி,PERSON_FRIEND_VOCATIVE,yes
Aiṅkuṟunūṟu,Unknown,37,25,pacaṉtaṉaḷ,பசந்தனள் பெரிதெனச் சிவந்த கண்ணை,"She has become very pale, with red eyes...",பசந்தனள் (பசந்தாள்) பெரிது (மிக) என (என்று) சிவந்த (சிவந்த) கண்கள்,Palai,பசந்தனள்,ACTION_PALED_SHE,yes
Aiṅkuṟunūṟu,Unknown,37,25,periteṉac,பசந்தனள் பெரிதெனச் சிவந்த கண்ணை,"She has become very pale, with red eyes...",பசந்தனள் (பசந்தாள்) பெரிது (மிக) என (என்று) சிவந்த (சிவந்த) கண்கள்,Palai,பெரிதெனச்,QUALITY_GREATLY_SAYING,no
Aiṅkuṟunūṟu,Unknown,37,25,civanta,பசந்தனள் பெரிதெனச் சிவந்த கண்ணை,"She has become very pale, with red eyes...",பசந்தனள் (பசந்தாள்) பெரிது (மிக) என (என்று) சிவந்த (சிவந்த) கண்கள்,Palai,சிவந்த,COLOR_RED,yes
Aiṅkuṟunūṟu,Unknown,37,25,kaṇṇai,பசந்தனள் பெரிதெனச் சிவந்த கண்ணை,"She has become very pale, with red eyes...",பசந்தனள் (பசந்தாள்) பெரிது (மிக) என (என்று) சிவந்த (சிவந்த) கண்கள்,Palai,கண்ணை,BODY_PART_EYES_ACCUSATIVE,yes
Aiṅkuṟunūṟu,Unknown,37,26,koṉṉē,கொன்னே கடவுதி யாயின் என்னதூஉம்,"If you drive away completely, even my...",கொன்னே (முற்றும்) கடவுதி (விரட்டுவாய்) ஆயின் (ஆனால்) என்னதூஉம் (என் அளவும்),Palai,கொன்னே,QUALITY_COMPLETELY,no
Aiṅkuṟunūṟu,Unknown,37,26,kaṭavuti,கொன்னே கடவுதி யாயின் என்னதூஉம்,"If you drive away completely, even my...",கொன்னே (முற்றும்) கடவுதி (விரட்டுவாய்) ஆயின் (ஆனால்) என்னதூஉம் (என் அளவும்),Palai,கடவுதி,ACTION_DRIVE_AWAY_YOU,yes
Aiṅkuṟunūṟu,Unknown,37,26,yāyiṉ,கொன்னே கடவுதி யாயின் என்னதூஉம்,"If you drive away completely, even my...",கொன்னே (முற்றும்) கடவுதி (விரட்டுவாய்) ஆயின் (ஆனால்) என்னதூஉம் (என் அளவும்),Palai,யாயின்,CONJUNCTION_IF,yes
Aiṅkuṟunūṟu,Unknown,37,26,eṉṉatūum,கொன்னே கடவுதி யாயின் என்னதூஉம்,"If you drive away completely, even my...",கொன்னே (முற்றும்) கடவுதி (விரட்டுவாய்) ஆயின் (ஆனால்) என்னதூஉம் (என் அளவும்),Palai,என்னதூஉம்,PRONOUN_MY_EVEN,no
Aiṅkuṟunūṟu,Unknown,37,27,aṟiya,அறிய ஆகுமோ மற்றே,Can (she) know? Moreover...,அறிய (அறிய) ஆகுமோ (முடியுமோ)? மற்றே (மேலும்),Palai,அறிய,ACTION_KNOW,no
Aiṅkuṟunūṟu,Unknown,37,27,ākumō,அறிய ஆகுமோ மற்றே,Can (she) know? Moreover...,அறிய (அறிய) ஆகுமோ (முடியுமோ)? மற்றே (மேலும்),Palai,ஆகுமோ,ACTION_POSSIBLE_QUESTION,yes
Aiṅkuṟunūṟu,Unknown,37,27,maṟṟē,அறிய ஆகுமோ மற்றே,Can (she) know? Moreover...,அறிய (அறிய) ஆகுமோ (முடியுமோ)? மற்றே (மேலும்),Palai,மற்றே,CONJUNCTION_MOREOVER,yes
Aiṅkuṟunūṟu,Unknown,37,28,muṟiṇark,முறிணர்க் கோங்கM பயந்த மாறே.,The way the kōṅkam with broken clusters gave birth.,முறிணர்க் (முறிந்த கொத்து) கோங்கம் (கோங்க மரம்) பயந்த (ஈன்ற) மாறு (விதம்).,Palai,முறிணர்க்,FLOWER_BROKEN_CLUSTER,yes
Aiṅkuṟunūṟu,Unknown,37,28,kōṅkam,முறிணர்க் கோங்கM பயந்த மாறே.,The way the kōṅkam with broken clusters gave birth.,முறிணர்க் (முறிந்த கொத்து) கோங்கம் (கோங்க மரம்) பயந்த (ஈன்ற) மாறு (விதம்).,Palai,கோங்கம்,TREE_KONGAM,yes
Aiṅkuṟunūṟu,Unknown,37,28,payanta,முறிணர்க் கோங்கM பயந்த மாறே.,The way the kōṅkam with broken clusters gave birth.,முறிணர்க் (முறிந்த கொத்து) கோங்கம் (கோங்க மரம்) பயந்த (ஈன்ற) மாறு (விதம்).,Palai,பயந்த,ACTION_GAVE_BIRTH,yes
Aiṅkuṟunūṟu,Unknown,37,28,māṟē,முறிணர்க் கோங்கM பயந்த மாறே.,The way the kōṅkam with broken clusters gave birth.,முறிணர்க் (முறிந்த கொத்து) கோங்கம் (கோங்க மரம்) பயந்த (ஈன்ற) மாறு (விதம்).,Palai,மாறே,QUALITY_WAY,no
Aiṅkuṟunūṟu,Unknown,37,29,poriyarai,பொரியரைக் கோங்கின் பொன்மருள் பசுவீ,"The spotted-stemmed kōṅkam, the gold-resembling fresh flower...",பொரியரைக் (பொரி அரை) கோங்கின் (கோங்கு) பொன்மருள் (பொன் ஒத்த) பசுவீ (பசுமை பூ),Palai,பொரியரைக்,PLANT_SPOTTED_STEMMED,yes
Aiṅkuṟunūṟu,Unknown,37,29,kōṅkiṉ,பொரியரைக் கோங்கின் பொன்மருள் பசுவீ,"The spotted-stemmed kōṅkam, the gold-resembling fresh flower...",பொரியரைக் (பொரி அரை) கோங்கின் (கோங்கு) பொன்மருள் (பொன் ஒத்த) பசுவீ (பசுமை பூ),Palai,கோங்கின்,TREE_KONGAM_GENITIVE,yes
Aiṅkuṟunūṟu,Unknown,37,29,poṉmaruḷ,பொரியரைக் கோங்கின் பொன்மருள் பசுவீ,"The spotted-stemmed kōṅkam, the gold-resembling fresh flower...",பொரியரைக் (பொரி அரை) கோங்கின் (கோங்கு) பொன்மருள் (பொன் ஒத்த) பசுவீ (பசுமை பூ),Palai,பொன்மருள்,FLOWER_GOLD_RESEMBLING,yes
