"இறைவன்,DIVINE_BEING"
"தேர்வண்மலையன்,CHARIOT_GENEROUS_MALAYAN"
"சேரமான்,CHERA_KING"
"மாந்தரஞ்சேரல்,MANDARANCHERAL"
"இரும்பொறையும்,IRUMPORAI"
"சோழன்,CHOLA"
"இராசசூயம்வேட்ட,RAJASUYA_WANTED"
"பெருநற்கிள்ளியும்,PERUNARKILLI"
"பொருதவழிச்,WHEN_FOUGHT"
"சோழற்கு,TO_CHOLA"
"துப்பாகிய,STRENGTH_BECAME"
"மலையனை,MALAYAN"
"பாடியது,SANG"
"பேரிசாத்தனார்பாட்டு,PERISATHANAR_SONG"
"பருத்திப்,COTTON"
"பெண்டின்,WOMAN"
"பனுவல்,TEXTILE"
"அன்ன,LIKE"
"நெருப்புச்,FIRE"
"சினந்தணிந்த,ANGER_SUBSIDED"
"நிணம்,FAT"
"தயங்கு,SHAKE"
"கொழுங்குறை,FAT_PIECE"
"பரூஉக்கண்,LARGE_EYE"
"மண்டை,POT"
"யொடு,WITH"
"ஊழ்மாறு,ORDER_CHANGE"
"பெயர,CHANGE"
"உண்கும்,EAT"
"எந்தை,FATHER"
"நிற்,YOU"
"காண்குவந்திசினே,CAME_TO_SEE"
"நள்ளாதார்,ENEMIES"
"மிடல்,STRENGTH"
"சாய்ந்த,DECLINED"
"வல்லாள,SKILLED_ONE"
"நின்,YOUR"
"மகிழிருக்கையே,JOYFUL_SEAT"
"உழுத,PLOUGHED"
"நோன்பகடு,STRONG_BULL"
"அழிதின்றாங்கு,PERISH_LIKE"
"நல்லமிழ்து,GOOD_NECTAR"
"ஆக,BE"
"நீ,YOU"
"நயந்துண்ணும்,LOVE_EAT"
"நறவே,SWEET_DRINK"
"குன்றத்தன்ன,HILL_LIKE"
"களிறு,ELEPHANT"
"பெயர,GO"
"கடந்தட்டு,CONQUERED"
"வென்றோனும்,VICTOR"
"நிற்கூறும்மே,SPEAK_OF_YOU"
"வெலீஇயோன்,VICTOR"
"இவன்,THIS"
"என,SAY"
"கழலணிப்,ANKLET_ADORN"
"பொலிந்த,ADORNED"
"சேவடி,RED_FOOT"
"நிலம்,EARTH"
"கவர்பு,TAKE"
"விரைந்து,QUICKLY"
"வந்து,COME"
"சமந்,BATTLEFIELD"
"தாங்கிய,SUPPORTED"
"வல்வேல்,STRONG_SPEAR"
"மலையன்,MALAYAN"
"அல்லன்ஆயின்,IF_NOT"
"நல்லமர்,GOOD_BATTLE"
"கடத்தல்,CROSSING"
"எளிதுமன்,EASY"
"நமக்கு,FOR_US"
"என,SAY"
"தோற்றோன்,DEFEATED"
"தானும்,HE_ALSO"
"நிற்கூறும்மே,SPEAK_OF_YOU"
"தொலைஇயோன்,DESTROYED"
"அவன்,HE"
"என,SAY"
"ஒருநீ,ONE_YOU"
"ஆயினை,BECAME"
"பெரும,LORD"
"பெருமழைக்கு,TO_GREAT_RAIN"
"இருக்கை,SEAT"
"சான்ற,EMINENT"
"உயர்மலைத்,HIGH_MOUNTAIN"
"திருத்தகு,GLORIOUS"
"சேஎய்,SON"
"நிற்,YOU"
"பெற்றிசினோர்க்கே,TO_THOSE_WHO_GOT"
"கபிலனும்,KAPILAN"
"யாமும்,WE"
"மாறோக்கத்து,MAROKKATHU"
"நப்பசலையார்,NAPPASALAIYAR"
"பரிசில்,GIFT"
"ஒன்னார்,ENEMIES"
"யானை,ELEPHANT"
"ஓடைப்,WATER"
"பொன்,GOLD"
"கொண்டு,TAKING"
"பாணர்,BARDS"
"சென்னி,HEAD"
"பொலிய,SHINE"
"தைஇ,MADE"
"வாடாத்,UNFADING"
"தாமரை,LOTUS"
"சூட்டிய,PLACED"
"விழுச்சீர்,GREAT_FAME"
"ஓடாப்,NOT_RUNNING"
"பூட்கை,NATURE"
"உரவோன்,STRONG_ONE"
"மருக,OFFSPRING"
"வல்லேம்,NOT_ABLE"
"ஆயினும்,EVEN_IF"
"வல்லே,QUICKLY"
"நின்வயிற்,YOUR_PLACE"
"கிளக்குவம்ஆயின்,IF_WE_SPEAK"
"கங்குல்,NIGHT"
"துயில்மடிந்தன்ன,SLEEP_LIKE"
"தூங்கிருள்,HANGING_DARKNESS"
"இறும்பின்,FOREST"
"பறைஇசை,DRUM_SOUND"
"அருவி,WATERFALL"
"முள்ளூர்ப்,MULLUR"
"பொருநர்,WARRIORS"
"தெறலருமரபின்,DESTROY_DIFFICULT_NATURE"
"நின்கிளையொடும்,WITH_YOUR_RELATIVES"
"பொலிய,SHINE"
"நிலமிசை,ON_EARTH"
"பரந்த,SPREAD"
"மக்கட்டு,PEOPLE"
"எல்லாம்,ALL"
"புலன்,FIELD"
"அழுக்கற்ற,ATTACHED"
"அந்தணாளன்,PRIEST"
"இரந்து,BEGGING"
"சென்மாக்கட்கு,TO_GOING_PEOPLE"
"இனி,NOW"
"இடன்,PLACE"
"இன்றி,WITHOUT"
"பரந்து,SPREAD"
"இசை,FAME"
"நிறக,ESTABLISH"
"பாடினன்,SANG"
"அதற்கொண்டு,THAT_TAKING"
"சினமிகு,ANGER_GREAT"
"தானை,ARMY"
"வானவன்,VANAVAN"
"குடகடல்,WEST_SEA"
"பொலந்தரு,GOLD_GIVE"
"நாவாய்,SHIP"
"ஓட்டிய,DRIVEN"
"அவ்வழி,THAT_WAY"
"பிறகலம்,OTHER_VESSEL"
"செல்கலாது,NOT_GOING"
"அனையேம்,SUCH"
"அத்தை,THAT"
"இன்மை,POVERTY"
"துரப்ப,DRIVE"
"அசைதர,WEAKNESS_GIVE"
"வந்து,COME"
"நின்,YOUR"
"வண்மையின்,GENEROSITY"
"தொடுத்தனம்,TIED"
"யாமே,WE"
"முள்ளெயிற்று,THORN_TOOTHED"
"அரவு,SNAKE"
"எறி,STRIKE"
"உருமின்,THUNDER"
"முரசு,DRUM"
"எழுந்து,RISE"
"இயம்ப,SOUND"
"அண்ணல்,LORD"
"யானையொடு,WITH_ELEPHANT"
"வேந்து,KING"
"களத்து,BATTLEFIELD"
"ஒழிய,LEFT"
"அருஞ்சமம்,DIFFICULT_BATTLE"
"ததைய,BEATEN"
"தாக்கி,ATTACK"
"நன்றும்,GOOD"
"நண்ணாத்,NOT_APPROACHING"
"தெவ்வர்த்,ENEMIES"
"தாங்கும்,SUPPORT"
"பெண்ணையம்,PENNAI"
"படப்பை,GARDEN"
"நாடுகிழவோயே,LAND_OWNER"
"உரைசால்,FAMOUS"
"புகழ்,FAME"
"ஏணிச்சேரி,ENICHERI"
"முடமோசியார்,MUDAMOSIYAR"
"வேளாய்,VELIR"
"அரண்டின்,ARANDIN"
"கடைஇநிலை,FINAL_STATE"
"களங்கனியன்ன,FIELD_FRUIT_LIKE"
"கருங்கோட்டுச்,BLACK_BRANCH"
"சீறியாழ்ப்,SMALL_YAAZH"
"பாடுஇன்,SONG_SWEET"
"பனுவல்,POEM"
"பாணர்,BARDS"
"உய்த்தென,DRIVEN"
"களிறிலவாகிய,WITHOUT_ELEPHANT"
"புல்லரை,GRASS"
"நெடுவெளிற்,LONG_FIELD"
"கான,JUNGLE"
"மஞ்ஞை,PEACOCK"
"கணனுடு,GROUP"
"சேப்ப,GO"
"ஈகை,GIVING"
"அரிய,RARE"
"இழையணி,JEWEL_ADORN"
"மகளிரொடு,WITH_WOMEN"
"சாயின்று,LAID"
"என்ப,SAY"
"ஆஅய்கோயில்,AAY_PALACE"
"சுவைக்கு,TO_TASTE"
"இனிதாகிய,SWEET_BECAME"
"குய்யுடை,SOFT"
"அடிசில்,FOOD"
"பிறர்க்கு,TO_OTHERS"
"ஈவின்றி,WITHOUT_GIVING"
"தம்,THEIR"
"வயிறு,STOMACH"
"அருத்தி,FEEDING"
"உரைசால்,FAMOUS"
"ஓங்குபுகழ்,HIGH_FAME"
"ஒரிஇ,LEAVING"
"முரைசுகெழு,DRUM_HAVING"
"செல்வர்,RICH"
"நகர்போலாதே,LIKE_CITY_NOT"
"முழவு,DRUM"
"அடித்த,BEATEN"
"மந்தி,MONKEY"
"மன்றப்,COMMON"
"பலவின்,JACKFRUIT"
"மாச்சினை,GREAT_BRANCH"
"மந்தி,MONKEY"
"இரவலர்,BEGGARS"
"நாற்றிய,PLANTED"
"விசிகூடு,STRING_JOIN"
"முழவின்,DRUM"
"பாடின்,SONG"
"தெண்கண்,CLEAR_EYE"
"கனி,FRUIT"
"செத்து,WANTING"
"அடிப்பின்,IF_STRIKE"
"அன்னச்சேவல்,SWAN_COCK"
"மாறு,OPPOSITE"
"எழுந்து,RISE"
"ஆலும்,CRY"
"கழல்தொடி,ANKLET_BANGLE"
"ஆஅய்,AAY"
"மழை,CLOUD"
"தவழ்,CRAWL"
"பொதியில்,POTHIYIL"
"ஆடுமகள்,DANCER"
"குறுகின்,IF_APPROACH"
"அல்லது,EXCEPT"
"பீடுகெழு,MAJESTIC"
"மன்னர்,KINGS"
"குறுகலோ,APPROACH"
"அரிதே,DIFFICULT"
"வேங்கை,VENGAI"
"முன்றில்,COURTYARD"
"தேறலுண்டு,DRINK_ATE"
"குரவை,KURAVAI"
"ஆடுதல்,DANCING"
"பரிசிலர்க்கு,TO_BARDS"
"யானைகளை,ELEPHANTS"
"வழங்கல்,GIVING"
"குறியிறைக்,SHORT_TOP"
"குரம்பை,HUT"
"குறவர்,HUNTERS"
"மாக்கள்,PEOPLE"
"வாங்குஅமைப்,BENT"
"பழுனிய,AGED"
"தேறல்,CLEAR_DRINK"
"மகிழ்ந்து,JOYING"
"வேங்கை,VENGAI"
"முன்றில்,COURTYARD"
"குரவை,KURAVAI"
"அயரும்,PERFORM"
"தீஞ்சுளைப்,SWEET_PULP"
"பலவின்,JACKFRUIT"
"மாமலை,GREAT_MOUNTAIN"
"கிழவன்,LORD"
"ஆஅய்அண்டிரன்,AAY_ANDIRAN"
"அடுபோர்அண்ணல்,FIERCE_WAR_LORD"
"இரவலர்க்கு,TO_BEGGARS"
"ஈத்த,GAVE"
"யானையின்,THAN_ELEPHANT"
"கரவின்று,WITHOUT_HIDING"
"வானம்,SKY"
"மீன்பல,MANY_STARS"
"பூப்பின்,FLOWER"
"ஆனாது,CEASELESS"
"ஒருவழிக்,ONE_WAY"
"கருவழியின்றி,WITHOUT_DIFFICULTY"
"பெருவெள்ளென்னிற்,GREAT_WHITE_ANT"
"பிழையாதுமன்னே,NOT_WRONG"
"சூல்பத்து,PREGNANCY_TEN"
"ஈனுமோ,WILL_GIVE_BIRTH"
"விளங்குமணிக்,SHINING_GEM"
"கொடும்பூண்,CURVED_ORNAMENT"
"ஆஅய்,AAY"
"நின்னாட்டு,YOUR_LAND"
"இளம்பிடி,YOUNG_FEMALE_ELEPHANT"
"ஒருசூல்,ONE_PREGNANCY"
"பத்து,TEN"
"ஈனும்மோ,WILL_GIVE_BIRTH"
"நின்னும்,YOU"
"நின்மலையும்,YOUR_MOUNTAIN"
"பாடி,SINGING"
"வருநர்க்கு,TO_COMERS"
"இன்முகம்,SWEET_FACE"
"கரவாது,NOT_HIDING"
"உவந்து,JOYFULLY"
"நீ,YOU"
"அளித்த,GAVE"
"அண்ணல்,LORD"
"யானை,ELEPHANT"
"எண்ணின்,IF_COUNT"
"கொங்கர்க்,KONGARS"
"குடகடல்,WEST_SEA"
"ஓட்டிய,DRIVEN"
"ஞான்றை,DAY"
"தலைப்பெயர்த்திட்ட,HEAD_TURNED"
"வேலினும்,THAN_SPEARS"
"பலவே,MANY"
"காடும்,FOREST"
"பாடினதோ,SANG"
"மழைக்கணஞ்,RAIN_CLOUD"
"சேக்கும்,REST"
"மாமலை,GREAT_MOUNTAIN"
"கிழவன்,LORD"
"வழைப்பூங்கண்ணி,FLOWER_GARLAND"
"வாய்வாள்,TRUTHFUL_SWORD"
"அண்டிரன்,ANDIRAN"
"குன்றம்,HILL"
"பாடினகொல்லோ,SANG"
"களிறு,ELEPHANT"
"மிக,MANY"
"உடைய,HAVING"
"இக்,THIS"
"கவின்பெறு,BEAUTIFUL"
"காடே,FOREST"
"போழ்க,SPLIT"
"என்னாவே,MY_TONGUE"
"முன்னுள்ளுவோனை,THOUGHT_BEFORE"
"பின்னுள்ளினேனே,THOUGHT_LATER"
"ஆழ்க,SINK"
"என்உள்ளம்,MY_HEART"
"போழ்க,SPLIT"
"என்னாவே,MY_TONGUE"
"பாழூர்,RUINED_VILLAGE"
"கிணற்றின்,WELL"
"தூர்க,FILL"
"என்செவியே,MY_EARS"
"நரந்தை,FRAGRANT_GRASS"
"நறும்புல்,SWEET_GRASS"
"மேய்ந்த,GRAZED"
"கவரி,YAK"
"குவளைப்,KUVALAI"
"பைஞ்சுனை,GREEN_POND"
"பருகி,DRINKING"
"அயல,NEARBY"
"தகரத்த,THAGARAM"
"தண்ணிழல்,COOL_SHADE"
"பிணையொடு,WITH_DOE"
"வதியும்,LIVE"
"வடதிசை,NORTH_DIRECTION"
"யதுவே,THAT"
"வான்தோய்,SKY_TOUCHING"
"இமையம்,HIMALAYA"
"தென்திசை,SOUTH_DIRECTION"
"ஆஅய்,AAY"
"குடி,FAMILY"
"இன்றாயின்,IF_NOT"
"பிறழ்வது,CHANGE"
"மன்னோ,INDEED"
"இம்மலர்தலை,THIS_FLOWER_HEADED"
"உலகே,WORLD"
"காண,SEE"
"செல்க,GO"
"நீ,YOU"
"மெல்லியல்,SOFT_NATURE"
"விறலி,DANCER"
"நீ,YOU"
"நல்லிசை,GOOD_FAME"
"செவியிற்,IN_EAR"
"கேட்பின்,IF_HEAR"
"அல்லது,EXCEPT"
"காண்பு,SEE"
"அறியலையே,NOT_KNOW"
"காண்டல்,SEEING"
"சால,VERY"
"வேண்டினையாயின்,IF_YOU_WANT"
"மாண்ட,EXCELLENT"
"நின்,YOUR"
"விரைவளர்,SPEED_GROW"
"கூந்தல்,HAIR"
"வரைவளி,MOUNTAIN_WIND"
"உளர,SHAKE"
"கலவமஞ்ஞையின்,PEACOCK"
"காண்வர,APPEAR"
"இயலி,WALKING"
"மாரியன்ன,RAIN_LIKE"
"வண்மைத்,GENEROSITY"
"தேர்வேள்,CHARIOT_VEL"
"ஆயை,AAY"
"காணிய,TO_SEE"
"சென்மே,GO"
"இம்மையும்,THIS_WORLD"
"மறுமையும்,NEXT_WORLD"
"இம்மை,THIS_WORLD"
"செய்தது,DONE"
"மறுமைக்கு,FOR_NEXT_WORLD"
"ஆம்,WILL_BE"
"எனும்,SAYING"
"அறவிலை,RIGHTEOUS_PRICE"
"வணிகன்,MERCHANT"
"ஆஅய்,AAY"
"அல்லன்,NOT"
"பிறரும்,OTHERS"
"சான்றோர்,NOBLES"
"சென்ற,GONE"
"நெறியென,AS_PATH"
"ஆங்கு,THERE"
"ப்பட்டன்று,OBTAINED"
"அவன்கைவண்மையே,HIS_HAND_GENEROSITY"
"காணவே,TO_SEE"
"வந்தேன்,CAME"
"கொடுவரி,CURVED_LINE"
"வழங்கும்,GIVES"
"கோடுயர்,HIGH_PEAK"
"நெடுவரை,LONG_MOUNTAIN"
"அருளிடர்ச்,GRACE_DIFFICULT"
"சிறுநெறி,SMALL_PATH"
"ஏறலின்,CLIMBING"
"வருந்தி,SUFFERING"
"தடவரல்,BAMBOO"
"கொண்ட,TOOK"
"தகைமெல்,DIGNIFIED_SOFT"
"ஒதுக்கின்,FOLD"
"வளைக்கை,CURVED_HAND"
"விறலியென்,DANCER_MY"
"பின்னள்,BEHIND"
"ஆக,BEING"
"பொன்வார்ந்தன்ன,GOLD_STRING_LIKE"
"புரிஅடங்கு,THREAD_CONTAIN"
"நரம்பின்,STRING"
"வரிநவில்,LINE_FINE"
"பனுவல்,POEM"
"புலம்பெயர்ந்து,LEAVING_PLACE"
"இசைப்ப,PLAY"
"படுமலை,SOUNDING_MOUNTAIN"
"நின்ற,STOOD"
"பயங்கெழு,RICH"
"சீறியாழ்,SMALL_YAAZH"
"ஒல்கல்,LEAN"
"உள்ளமொடு,WITH_HEART"
"ஒருபுடை,ONE_SIDE"
"தழீஇ,EMBRACE"
"புகழ்சால்,FAMOUS"
"சிறப்பின்,GLORY"
"நின்,YOUR"
"நல்லிசை,GOOD_FAME"
"உள்ளி,THINKING"
"வந்தெனன்,CAME"
"எந்தை,FATHER"
"யானே,I"
"என்றும்,EVER"
"மன்றுபடு,COMMON_PLACE"
"பரிசிலர்க்,TO_BARDS"
"காணின்,IF_SEE"
"கன்றொடு,WITH_CALF"
"கறையடி,SPOTTED_FOOT"
"யானை,ELEPHANT"
"இரியல்,HERD"
"போக்கும்,DRIVE"
"மலைகெழு,MOUNTAIN_HAVING"
"நாடன்,LORD"
"மாவேள்,GREAT_VEL"
"ஆஅய்,AAY"
"களிறும்,ELEPHANT"
"அன்றே,NOT"
"மாவும்,HORSE"
"அன்றே,NOT"
"ஒளிறுபடைப்,SHINING_WEAPON"
"புரவிய,HORSE"
"தேரும்,CHARIOT"
"அன்றே,NOT"
"பாணர்,BARDS"
"படுநர்,SUFFERERS"
"பரிசிலர்,BARDS"
"ஆங்கவர்,THOSE"
"தமதென,THEIRS_SAY"
"தொடுக்குவராயின்,IF_COLLECT"
"எமதென,OURS_SAY"
"பற்றல்,GRASP"
"தேற்றாப்,NOT_BELIEVE"
"பயங்கெழு,RICH"
"தாயமொடு,WITH_INHERITANCE"
"அன்ன,SUCH"
"வாக,BE"
"நின்ஊழி,YOUR_REIGN"
"நின்னை,YOU"
"காண்டல்,SEEING"
"வேண்டிய,NEEDED"
"அளவை,TIME"
"வேண்டார்,ENEMIES"
"உறுமுரண்,GREAT_CONFLICT"
"கடந்த,CROSSED"
"ஆற்றல்,ABILITY"
"பொதுமீக்கூற்றத்து,COMMON_PRAISE"
"நாடுகிழவோயே,LAND_OWNER"
"துறையூர்,THURAIYUR"
"ஓடைகிழார்,ODAIKIZHAR"
"வாழ்வை,LIFE"
"ஊடறுக்கும்,INTERRUPT"
"பகைகள்,ENMITIES"
"பலவற்றை,MANY"
"யாழ்ப்பத்தர்ப்,YAAZH_PATHAR"
"புறம்,BACK"
"கடுப்ப,LIKE"
"இழை,JEWEL"
"வலந்த,WON"
"பறுன்னத்து,CLOTH"
"இடைப்புரைபற்றி,INTERMEDIATE_HOLE_HOLD"
"பிணி,DISEASE"
"விடாஅ,NOT_LEAVE"
"ஈர்க்குழாத்தொடு,WITH_WORM_GROUP"
"இறைகூர்ந்த,COMMAND_INCREASED"
"பேஎன்பகையென,DEMON_ENMITY"
"ஒன்று,ONE"
"என்கோ,SAY"
"உண்ணாமையின்,NOT_EATING"
"ஊன்,FLESH"
"வாடి,DRY"
"தெண்ணீரின்,CLEAR_WATER"
"கண்,EYE"
"மல்கி,FILL"
"கசிவுற்ற,MELTED"
"என்பல்கிளையொடு,MY_MANY_RELATIVES"
"பசி,HUNGER"
"அலைக்கும்,TROUBLES"
"பகைஒன்றென்கோ,ENMITY_ONE_SAY"
"அன்ன,SUCH"
"தன்மையும்,NATURE"
"அறிந்து,KNOWING"
"ஈயார்,NOT_GIVE"
"நின்னதுதா,YOURS_GIVE"
"என,SAY"
"நிலை,POSITION"
"தளర,WEAKEN"
"மரம்,TREE"
"பிறங்கிய,HIGH"
"நளிச்சிலம்பின்,DEEP_HILL"
"குரங்கன்ன,MONKEY_LIKE"
"புன்குறுங்கூளியர்,SMALL_DWARFS"
"பரந்தலைக்கும்,SPREAD"
"பகைஒன்றென்கோ,ENMITY_ONE_SAY"
"ஆஅங்கு,LIKE_THAT"
"எனைப்பகையும்,ALL_ENMITIES"
"அறியுநன்,KNOWER"
"ஆய்,AAY"
"எனக்கருதிப்,FOR_ME_THINKING"
"பெயர்,NAME"
"ஏத்தி,PRAISING"
"வாயார,FULL_MOUTH"
"இசை,FAME"
"நம்பி,BELIEVING"
"சுடர்சுட்ட,FLAME_BURNT"
"சுரத்து,JUNGLE"
"ஏறி,CLIMBING"
"இவண்,HERE"
"வந்த,CAME"
"பெருநசையேம்,GREAT_DESIRE"
"எமக்கு,FOR_US"
"ஈவோர்,GIVERS"
"பிறர்க்கு,TO_OTHERS"
"ஈவோர்,GIVERS"
"பிறர்க்கு,TO_OTHERS"
"ஈவோர்,GIVERS"
"தமக்கு,TO_THEMSELVES"
"ஈப,GIVE"
"என,SAY"
"அனைத்துரைத்தனன்,ALL_SAID"
"யான்,I"
"ஆக,BEING"
"நினக்கு,TO_YOU"
"ஒத்தது,SUITABLE"
"நீ,YOU"
"நாடி,CONSIDER"
"நல்கினை,BESTOW"
"விடுமதி,ALLOW"
"பரிசில்,GIFT"
"அல்கலும்,EVER_DAY"
"தண்புனல்,COOL_WATER"
"வாயில்,DOOR"
"துறையூர்,THURAIYUR"
"முன்றுறை,GHAT"
"நுண்பல,FINE_MANY"
"மணலினும்,THAN_SAND"
"ஏத்தி,PRAISING"
"உண்குவம்,WILL_EAT"
"பெரும,LORD"
"நீ,YOU"
"நல்கிய,BESTOWED"
"வளனே,WEALTH"
"நின்பெற்றோரும்,YOUR_PARENTS"
"வாழ்க,LIVE"
"ஒருசிறைப்பெரியனார்,ORUSIRAIPERIYANAR"
"நாஞ்சில்வள்ளுவன்,NANCHILVALLUVAN"
"இரங்குமுரசின்,RESOUNDING_DRUM"
"இனம்சால்,HERD_HAVING"
"யானை,ELEPHANT"
"முந்நீர்,SEA"
"ஏணி,LADDER"
"விறல்கெழு,VICTORY_HAVING"
"மூவரை,THREE_KINGS"
"இன்னும்,STILL"
"ஓர்,ONE"
"யான்,I"
"அவாஅறியேனே,NOT_KNOW_DESIRE"
"நீயே,YOU"
"முன்,BEFORE"
"யான்,I"
"அரியுமோனே,DIFFICULT"
"துவன்றிய,ABUNDANT"
"கயத்திட்ட,LAKE_PLACED"
"வித்து,SEED"
"வறத்திற்,DRYNESS"
"சாவாது,NOT_DIE"
"கழைக்கரும்பின்,BAMBOO_SUGARCANE"
"ஒலிக்கும்,SOUND"
"கொண்டல்,CLOUD"
"கொண்டநீர்,TOOK_WATER"
"கோடை,SUMMER"
"காயினும்,EVEN_IF_HOT"
"கண்ணன்ன,EYE_LIKE"
"மலர்பூக்கும்,FLOWER_BLOOM"
"கருங்கால்,DARK_STEM"
"வேங்கை,VENGAI"
"மலரின்,FLOWER"
"நாளும்,EVERY_DAY"
"பொன்னன்ன,GOLD_LIKE"
"வீ,FLOWER"
"சுமந்த,CARRY"
"மணியன்ன,GEM_LIKE"
"நீர்,WATER"
"கடற்படரும்,SEA_SPREAD"
"செவ்வரை,RED_MOUNTAIN"
"படப்பை,GARDEN"
"நாஞ்சிற்பொருந,NANCHIL_WARRIOR"
"சிறுவெள்ளருவிப்,SMALL_WHITE_WATERFALL"
"பெருங்கல்,GREAT_MOUNTAIN"
"நாடனை,LORD"
"நீ,YOU"
"வாழியர்,LONG_LIVE"
"நின்தந்தை,YOUR_FATHER"
"தாய்,MOTHER"
"வாழியர்,LONG_LIVE"
"நிற்பயந்திசினோரே,THOSE_WHO_BIRTHED_YOU"
"மருதன்இளநாகனார்,MARUTHANILANAGANAR"
"பாணாற்றுப்படை,BARD_GUIDE"
"ஆனினம்,COW_HERD"
"கலித்த,ABOUND"
"அதர்பல,MANY_PATHS"
"கடந்து,CROSS"
"மானினம்,DEER_HERD"
"கலித்த,ABOUND"
"மலையின்,MOUNTAIN"
"ஒழிய,LEFT"
"மீளினம்,RETURNING_HERD"
"கலித்த,ABOUND"
"துறைபல,MANY_GHATS"
"நீந்தி,SWIM"
"உள்ளி,THINKING"
"வந்த,CAME"
"வள்ளுயிர்ச்,GENEROUS_LIFE"
"சீறியாழ்,SMALL_YAAZH"
"சிதாஅர்,RAGGED_CLOTH"
"உடுக்கை,DRESS"
"முதாஅரிப்,OLD"
"பாண,SINGER"
"நீயே,YOU"
"பேரெண்ணலையே,GREAT_COUNT"
"நின்இறை,YOUR_LORD"
"மாறி,CHANGE"
"வா,COME"
"என,SAY"
"மொழியலன்மாதோ,NOT_SPEAK"
"ஒலியிருங்,SOUND_DARK"
"கதுப்பின்,HAIR"
"ஆயிழை,BEAUTIFUL_JEWEL"
"கணவன்,HUSBAND"
"கிளி,PARROT"
"மரீஇய,ACCUSTOMED"
"வியன்புனத்து,WIDE_FIELD"
"மரனணி,TREE_ADORN"
"பெருங்குரல்,GREAT_VOICE"
"அனையன்,LIKE"
"ஆதலின்,BECAUSE"
"நின்னை,YOU"
"வருதல்,COMING"
"அறிந்தனர்,KNEW"
"யாரே,WHO"
"சாதல்,DEATH"
"அஞ்சாய்,NOT_FEAR"
"நீயே,YOU"
"வாழ்தல்,LIVING"
"வேண்டிப,FOR_SAKE"
"பொய்,LIE"
"கூறேன்,NOT_SPEAK"
"மெய்,TRUTH"
"கூறுவல்,WILL_SPEAK"
"சுவல்,BACK"
"அழுந்த,SINK"
"பல,MANY"
"காய,FRUIT"
"சில்லோதிப்,FEW_HAIR"
"பல்இளைஞருமே,MANY_YOUTHS"
"அடி,FOOT"
"வருந்த,SUFFER"
"நெடிது,LONG"
"ஏறிய,CLIMBED"
"கொடி,FLAG"
"மருங்குல்,WAIST"
"விறலியருமே,DANCERS"
"ஓடாப்,NOT_RUNNING"
"பூட்கை,NATURE"
"உரவோர்,STRONG_ONES"
"மருக,OFFSPRING"
"உயர்சிமைய,HIGH_PEAK"
"உழாஅ,NOT_PLOUGH"
"நாஞ்சில்பொருந,NANCHIL_WARRIOR"
"மாயா,IMPERISHABLE"
"உள்ளமொடு,WITH_HEART"
"பரிசில்,GIFT"
"துன்னி,APPROACH"
"கனிபதம்,RIPE_CONDITION"
"பார்க்கும்,LOOK"
"காலையன்றே,TIME"
"ஈதல்ஆனான்,GIVER"
"வேந்தே,KING"
"வேந்தற்கு,TO_KING"
"சாதல்,DEATH"
"அஞ்சாய்,NOT_FEAR"
"நீயே,YOU"
"ஆயிடை,THEN"
"இருநிலம்,GREAT_EARTH"
"மிளிர்ந்திசின்ஆஅங்கு,SHONE"
"ஒருநாள்,ONE_DAY"
"அருஞ்சமம்,DIFFICULT_BATTLE"
"வருகுவதாயின்,IF_COME"
"வருந்தலுமுண்டு,SUFFERING_EXISTS"
"என்பைதலங்கடும்பே,MY_SUFFERING_FAMILY"
"தேற்றாஈகை,UNCERTAIN_CHARITY"
"ஔவையார்,AUVAIYAR"
"பரிசில்விடை,GIFT_SENDING"
"தடவுநிலை,FIRM_STATE"
"பலவின்,JACKFRUIT"
"நாஞ்சில்பொருநன்,NANCHIL_WARRIOR"
"மடவன்,SIMPLE"
"மன்ற,INDEED"
"செந்நாப்,RED_TONGUE"
"புலவீர்,POETS"
"வளைக்கை,CURVED_HAND"
"விறலியர்,DANCERS"
"படப்பை,GARDEN"
"கொய்த,PLUCKED"
"அடகின்,LEAF"
"கண்ணுறை,COVER"
"ஆக,BEING"
"யாம்,WE"
"சில,FEW"
"அரிசி,RICE"
"வேண்டினெம்,WANTED"
"ஆக,BEING"
"தான்,HE"
"பிற,OTHER"
"வரிசை,RANK"
"அறிதலின்,KNOWING"
"தன்னும்,HIMSELF"
"தூக்கி,LIFTING"
"இருங்கடல்,GREAT_SEA"
"வளைஇய,SURROUNDED"
"குன்றத்தன்ன,HILL_LIKE"
"ஓர்,ONE"
"பெருங்களிறு,GREAT_ELEPHANT"
"நல்கியோனே,GAVE"
"அன்னதோர்,SUCH"
"தேற்றாஈகையும்,UNCERTAIN_CHARITY"
"உளதுகொல்,EXISTS"
"போற்றார்,ENEMIES"
"அம்ம,AH"
"பெரியோர்,GREAT_ONES"
"தம்கடனே,THEIR_DUTY"
"மறுமை,NEXT_WORLD"
"நோக்கின்று,LOOKS"
"வையாவிக்,VAIYAVIK"
"கோப்பெரும்பேகன்,KOPERUMPEGAN"
"பாணாற்றுபடை,BARD_GUIDE"
"பாணன்,BARD"
"சூடிய,WORE"
"பசும்பொன்,FRESH_GOLD"
"தாமரை,LOTUS"
"மாணிழை,EXCELLENT_JEWEL"
"விறலி,DANCER"
