text,label
அருவி உருவின் ஆரமொடு அணிந்த நின்,ETTUTHOGAI
திரு வரை அகலம் தொழுவோர்க்கு,ETTUTHOGAI
உரிது அமர் துறக்கமும் உரிமை நன்கு உடைத்து,ETTUTHOGAI
எங்குமாய் எல்லாமாய் நிறைந்த பெருமை,ETTUTHOGAI
சுவைமை இசைமை தோற்றம் நாற்றம் ஊறு,ETTUTHOGAI
அவையும் நீயே அடு போர் அண்ணால்,ETTUTHOGAI
அவைஅவை கொள்ளும் கருவியும் நீயே,ETTUTHOGAI
முந்து யாம் கூறிய ஐந்தனுள்ளும்,ETTUTHOGAI
ஒன்றனில் போற்றிய விசும்பும் நீயே,ETTUTHOGAI
இரண்டின் உணரும் வளியும் நீயே,ETTUTHOGAI
மூன்றின் உணரும் தீயும் நீயே,ETTUTHOGAI
நான்கின் உணரும் நீரும் நீயே,ETTUTHOGAI
அதனால் நின் மருங்கின்று மூஏழ் உலகமும்,ETTUTHOGAI
மூலமும் அறனும் முதன்மையின் இகந்த,ETTUTHOGAI
காலமும் விசும்பும் காற்றொடு கனலும்,ETTUTHOGAI
பல்வேறு தோற்றத்துடன் விளங்கும் ஒரு முதல்வன்,ETTUTHOGAI
தன் உரு உறழும் பாற்கடல் நாப்பண்,ETTUTHOGAI
மின் அவிர் சுடர் மணி ஆயிரம் விரித்த,ETTUTHOGAI
கவை நா அருந் தலைக் காண்பின் சேக்கைத்,ETTUTHOGAI
துளவம் சூடிய அறிதுயிலோனும்,ETTUTHOGAI
மறம் மிகு மலி ஒலி மாறு அடி தானையால்,ETTUTHOGAI
திறன் இகந்து வரூஉம் அவர் உயிர் அகற்றும்,ETTUTHOGAI
விறல் மிகு வலி ஒலி பொலிபு அகழ் புழுதியின்,ETTUTHOGAI
நிறன் உழும் வளை வாய் நாஞ்சிலோனும்,ETTUTHOGAI
நானிலம் துளக்கு அற முழு முதல் நாற்றிய,ETTUTHOGAI
பொலம் புனை இதழ் அணி மணி மடற் பேர் அணி,ETTUTHOGAI
இலங்கு ஒளி மருப்பின் களிறும் ஆகி,ETTUTHOGAI
மூஉரு ஆகிய தலைபிரி ஒருவனை,ETTUTHOGAI
படர் சிறைப் பல் நிறப் பாப்புப் பகையைக்,ETTUTHOGAI
கொடியெனக் கொண்ட கோடாச் செல்வனை,ETTUTHOGAI
ஏவல் இன் முது மொழி கூறும்,ETTUTHOGAI
சேவல் ஓங்கு உயர் கொடிச் செல்வ நல் புகழவை,ETTUTHOGAI
கார் மலர்ப் பூவை கடலை இருள் மணி,ETTUTHOGAI
அவை ஐந்தும் உறழும் அணி கிளர் மேனியை,ETTUTHOGAI
வலம்புரி வாய்பொழி அதிர்பு வான் முழக்குச் செல்,ETTUTHOGAI
அவை நான்கும் உறழும் அருள் செறல் வயின் மொழி,ETTUTHOGAI
முடிந்ததும் முடிவதும் முகிழ்ப்பதும் அவை மூன்றும்,ETTUTHOGAI
கடந்து அவை அமைந்த கழலின் நிழலவை,ETTUTHOGAI
இருமை வினையும் இல ஏத்துமவை,ETTUTHOGAI
ஒருமை வினை மேவும் உள்ளத்தினை,ETTUTHOGAI
அடை இறந்து அவிழ்ந்த வள் இதழ்த் தாமரை,ETTUTHOGAI
அடியும் கையும் கண்ணும் வாயும்,ETTUTHOGAI
தொடியும் உந்தியும் தோள் அணி வலயமும்,ETTUTHOGAI
தாளும் தோளும் எருத்தொடு பெரியை,ETTUTHOGAI
மார்பும் அல்குலும் மனத்தொடு பரியை,ETTUTHOGAI
கேள்வியும் அறிவும் அறத்தொடு நுண்ணியை,ETTUTHOGAI
வேள்வியும் மறனும் விருப்பொடு வெய்யை,ETTUTHOGAI
அறாஅ மைந்தின் செறாஅச் செங்கண்,ETTUTHOGAI
செரு மிகு திகிரிச் செல்வ வெல் போர்,ETTUTHOGAI
எரி நகை இடை இடுபு இழைத்த நறுந் தார்ப்,ETTUTHOGAI
புரி மலர்த் துழாஅய் மேவல் மார்பினோய்,ETTUTHOGAI
அன்னை எனநினைஇ நின் அடி தொழுதனெம்,ETTUTHOGAI
பல் மாண் அடுக்க இறைஞ்சினெம் வாழ்த்தினெம்,ETTUTHOGAI
முன்னும் முன்னும் யாம் செய் தவப் பயத்தால்,ETTUTHOGAI
இன்னும் இன்னும் எம் காமம் இதுவே,ETTUTHOGAI
இசையமைத்தவர் :: கேசவனார்,ETTUTHOGAI
"(பருவன் கண்டு அழிந்த தலைமகள் கேட்ப, முருகவேளைப் பரவுவாளாய், இம் பருவத்தே தலைமகன்",ETTUTHOGAI
வரும் என்பதுபடத் தோழி வற்புறுத்தியது.),ETTUTHOGAI
முருகனது குன்றில் கார்காலத் தன்மை மிகுதல்,ETTUTHOGAI
கார் மலி கதழ் பெயல் தலைஇ ஏற்ற,ETTUTHOGAI
நீர் மலி நிறை சுனை பூ மலர்ந்தனவே,ETTUTHOGAI
தண் நறுங் கடம்பின் கமழ் தாது ஊதும்,ETTUTHOGAI
வண்ண வண்டு இமிர் குரல் பண்ணை போன்றனவே,ETTUTHOGAI
அடியுறைமகளிர் ஆடும் தோளே,ETTUTHOGAI
நெடு வரை அடுக்கத்து வேய் போன்றனவே,ETTUTHOGAI
வாகை ஒண் பூப் புரையும் முச்சிய,ETTUTHOGAI
தோகை ஆர் குரல் மணந்து தணந்தோரை,ETTUTHOGAI
நீடன்மின் வாரும் என்பவர் சொல் போன்றனவே,ETTUTHOGAI
நாள் மலர்க் கொன்றையும் பொலந் தார் போன்றன,ETTUTHOGAI
வெல் இணர் வேங்கை வியல் அறைத் தாயின,ETTUTHOGAI
அழுகை மகளிர்க்கு உழுவை செப்ப,ETTUTHOGAI
நீர் அயல் கலித்த நெரி முகைக் காந்தள்,ETTUTHOGAI
வார் குலை அவிழ்ந்த வள் இதழ் நிரைதொறும்,ETTUTHOGAI
விடு கொடிப் பிறந்த மென் தகைத் தோன்றிப்,ETTUTHOGAI
பவழத்து அன்ன வெம் பூத் தாஅய்,ETTUTHOGAI
கார் மலிந்தன்று நின் குன்று போர் மலிந்து,ETTUTHOGAI
முருகனைப் புகழ்ந்து போற்றுதல்,ETTUTHOGAI
சூர் மருங்கு அறுத்த சுடர்ப் படையோயே,ETTUTHOGAI
கறை இல் கார் மழை பொங்கி அன்ன,ETTUTHOGAI
நறையின் நறும் புகை நனி அமர்ந்தோயே,ETTUTHOGAI
அறு முகத்து ஆறு இரு தோளால் வென்றி,ETTUTHOGAI
நறு மலர் வள்ளிப் பூ நயந்தோயே,ETTUTHOGAI
கெழீஇக் கேளிர் சுற்ற நின்னை,ETTUTHOGAI
எழீஇப் பாடும் பாட்டு அமர்ந்தோயே,ETTUTHOGAI
பிறந்த ஞான்றே நின்னை உட்கிச்,ETTUTHOGAI
சிறந்தோர் அஞ்சிய சீர் உடையோயே,ETTUTHOGAI
இரு பிறப்பு இரு பெயர் ஈர நெஞ்சத்து,ETTUTHOGAI
ஒரு பெயர் அந்தணர் அறன் அமர்ந்தோயே,ETTUTHOGAI
அன்னை ஆகலின் அமர்ந்து யாம் நின்னை,ETTUTHOGAI
துன்னித் துன்னி வழிபடுவதன் பயம்,ETTUTHOGAI
இன்னும் இன்னும் அவை ஆகுக,ETTUTHOGAI
தொன் முதிர் மரபின் நின் புகழினும் பலவே,ETTUTHOGAI
பாடியவர் :: இளம்பெருவழுதியார்,ETTUTHOGAI
இசையமைத்தவர் :: மருத்துவன் நல்லச்சுதனார்,ETTUTHOGAI
திருமாலிருங்குன்றத்தின் சிறப்பு,ETTUTHOGAI
புல வரை அறியாப் புகழொடு பொலிந்து,ETTUTHOGAI
நில வரைத் தாங்கிய நிலைமையின் பெயராத்,ETTUTHOGAI
தொலையா நேமி முதல் தொல் இசை அமையும்,ETTUTHOGAI
புலவர் ஆய்பு உரைத்த புனை நெடுங் குன்றம்,ETTUTHOGAI
பல எனின் ஆங்கு அவை பலவே பலவினும்,ETTUTHOGAI
நிலவரை ஆற்றி நிறை பயன் ஒருங்கு உடன்,ETTUTHOGAI
நின்று பெற நிகழும் குன்று அவை சிலவே,ETTUTHOGAI
சிலவினும் சிறந்தன தெய்வம் பெட்புறும்,ETTUTHOGAI
மலர் அகல் மார்பின் மை படி குடுமிய,ETTUTHOGAI
குல வரை சிலவே குல வரை சிலவினும்,ETTUTHOGAI
சிறந்தது கல் அறை கடாம் கானலும் போலவும்,ETTUTHOGAI
புல்லிய சொல்லும் பொருளும் போலவும்,ETTUTHOGAI
எல்லாம் வேறு வேறு உருவின் ஒரு தொழில் இருவர்த்,ETTUTHOGAI
தாங்கும் நீள் நிலை ஓங்கு இருங்குன்றம்,ETTUTHOGAI
நாறு இணர்த் துழாயோன் நல்கின் அல்லதை,ETTUTHOGAI
ஏறுதல் எளிதோ வீறு பெறு துறக்கம்,ETTUTHOGAI
அரிதின் பெறு துறக்கம் மாலிருங்குன்றம்,ETTUTHOGAI
எளிதின் பெறல் உரிமை ஏத்துகம் சிலம்ப,ETTUTHOGAI
திருமால் பலராமனுடன் அமர்ந்துள்ள நிலை நினைந்து ஏத்துகா எனல்,ETTUTHOGAI
அரா அணர் கயந் தலைத் தம்முன் மார்பின்,ETTUTHOGAI
மரா மலர்த்தாரின் மாண் வரத் தோன்றி,ETTUTHOGAI
அலங்கும் அருவி ஆர்த்து இமிழ்பு இழிய,ETTUTHOGAI
சிலம்பாறு அணிந்த சீர் கெழு திருவின்,ETTUTHOGAI
சோலையொடு தொடர் மொழி மாலிருங்குன்றம்,ETTUTHOGAI
தாம் வீழ் காமம் வித்துபு விளைக்கும்,ETTUTHOGAI
நாமத் தன்மை நன்கனம் படி எழ,ETTUTHOGAI
யாமத் தன்மை இவ் ஐ இருங்குன்றத்து,ETTUTHOGAI
மன் புனல் இள வெயில் வளாவ இருள் வளர்வென,ETTUTHOGAI
பொன் புனை உடுக்கையோன் புணஎந்து அமர் நிலையே,ETTUTHOGAI
நினைமின் மாந்தீர் கேண்மின் கமழ் சீர்,ETTUTHOGAI
மாயோனை ஒத்த நிலையுடைத்து திருமாலிருஞ்சோலைக் குன்றம்,ETTUTHOGAI
சுனையெலாம் நீலம் மலர சுனை சூழ்,ETTUTHOGAI
சினையெலாம் செயலை மலர காய் கனி,ETTUTHOGAI
உறழ நனை வேங்கை ஒள் இணர் மலர,ETTUTHOGAI
மாயோன் ஒத்த இன் நிலைத்தே,ETTUTHOGAI
சென்று தொழ மாட்டாதார் அம் மலையைக் கண்டு தொழுக எனல்,ETTUTHOGAI
சென்று தொழுகல்லீர் கண்டு பணிமின்மே,ETTUTHOGAI
இருங்குன்று என்னும் பெயர் பரந்ததுவே,ETTUTHOGAI
பெருங் கலி ஞாலத்துத் தொன்று இயல் புகழது,ETTUTHOGAI
கண்டு மயர் அறுக்கும் காமக் கடவுள்,ETTUTHOGAI
குன்றத்தில் பிறக்கும் ஓசைகள்,ETTUTHOGAI
மக முயங்கு மந்தி வரைவரை பாய,ETTUTHOGAI
முகிழ் மயங்கு முல்லை முறை நிகழ்வு காட்ட,ETTUTHOGAI
மணி மருள் நல் நீர்ச் சினை மடமயில் அகவ,ETTUTHOGAI
குருகு இலை உதிர குயிலினம் கூவ,ETTUTHOGAI
பகர் குழல் பாண்டில் இயம்ப அகவுநர்,ETTUTHOGAI
நா நவில் பாடல் முழவு எதிர்ந்தன்ன,ETTUTHOGAI
சிலம்பின் சிலம்பு இசை ஓவாது ஒன்னார்க்,ETTUTHOGAI
கடந்து அட்டான் கேழ் இருங்குன்று,ETTUTHOGAI
குன்றத்தானைச் சுற்றம் புடை சூழப் போற்றுமின்,ETTUTHOGAI
தையலவரொடும் தந்தாரவரொடும்,ETTUTHOGAI
கைம் மகவோடும் காதலவரொடும்,ETTUTHOGAI
தெய்வம் பேணித் திசை தொழுதனிர் செல்மின்,ETTUTHOGAI
புவ்வத் தாமரை புரையும் கண்ணன்,ETTUTHOGAI
வௌவல் கார் இருள் மயங்கு மணி மேனியன்,ETTUTHOGAI
எவ்வயின் உலகத்தும் தோன்றி அவ்வயின்,ETTUTHOGAI
மன்பது மறுக்கத் துன்பம் களைவோன்,ETTUTHOGAI
அன்பு அது மேஎய் இருங்குன்றத்தான்,ETTUTHOGAI
பலதேவ வாசுதேவர்கள் இருவரையும் வாழ்த்துதல்,ETTUTHOGAI
கள் அணி பசுந் துளவினவை கருங் குன்றனையவை,ETTUTHOGAI
ஒள் ஒளியவை ஒரு குழையவை,ETTUTHOGAI
புள் அணி பொலங் கொடியவை,ETTUTHOGAI
வள் அணி வளை நாஞ்சிலவை,ETTUTHOGAI
சலம் புரி தண்டு ஏந்தினவை,ETTUTHOGAI
புகர் இணர் சூழ் வட்டத்தவை புகர் வாளவை,ETTUTHOGAI
நலம் புரீஇ அம் சீர் நாம வாய்மொழி,ETTUTHOGAI
இது என உரைத்தல் இன் எம் உள் அமர்ந்து இசைத்து இறை,ETTUTHOGAI
இருங்குன்றத்து அடி உறை இயைக என,ETTUTHOGAI
பெரும் பெயர் இருவரைப் பரவுதும் தொழுதே,ETTUTHOGAI
"(காதற் பரத்தையுடன் புனல் ஆடிய தலைமகன் தோழியை வாயில் வேண்ட, அவள் புனல் ஆடியவாறு",ETTUTHOGAI
"கூறி, வாயில் மறுத்தது.)",ETTUTHOGAI
பாடியவர் :: நல்வழிசியார்,ETTUTHOGAI
இசையமைத்தவர் :: நல்லச்சுதனார்,ETTUTHOGAI
கரையே கை வண் தோன்றல் ஈகை போன்ம் என,ETTUTHOGAI
மை படு சிலம்பின் கறியொடும் சாந்தொடும்,ETTUTHOGAI
நெய் குடை தயிரின் நுரையொடும் பிறவொடும்,ETTUTHOGAI
எவ் வயினானும் மீதுமீது அழியும்,ETTUTHOGAI
துறையே முத்து நேர்பு புணர் காழ் மத்தக நித்திலம்,ETTUTHOGAI
பொலம் புனை அவிர் இழை கலங்கல் அம் புனல் மணி,ETTUTHOGAI
வலம் சுழி உந்திய திணை பிரி புதல்வர்,ETTUTHOGAI
கயந் தலை முச்சிய முஞ்சமொடு தழீஇ,ETTUTHOGAI
தம்தம் துணையோடு ஒருங்கு உடன் ஆடும்,ETTUTHOGAI
தத்து அரிக் கண்ணார் தலைத்தலை வருமே,ETTUTHOGAI
செறுவே விடு மலர் சுமந்து பூ நீர் நிறைதலின்,ETTUTHOGAI
படு கண் இமிழ் கொளை பயின்றனர் ஆடும்,ETTUTHOGAI
களி நாள் அரங்கின் அணி நலம் புரையும்,ETTUTHOGAI
காவே சுரும்பு இமிர் தாதொடு தலைத்தலை மிகூஉம்,ETTUTHOGAI
நரந்த நறு மலர் நன்கு அளிக்கும்மே,ETTUTHOGAI
கரைபு ஒழுகு தீம் புனற்கு எதிர் விருந்து அயர்வ போல்,ETTUTHOGAI
கான் அலம் காவும் கயமுன் துருத்தியும் தேன்,ETTUTHOGAI
தேன் உண்டு பாடத் திசைதிசைப் பூ நலம்,ETTUTHOGAI
"தலைவன் காதற் பரத்தையுடன் கூடி மகிழ, வையை வரவு வாய்த்தல்",ETTUTHOGAI
கருங்கையின் ஆயத்தார் சுற்றும் எறிந்து,ETTUTHOGAI
குரும்பையின் முலைப் பட்ட பூ நீர் துடையாள்,ETTUTHOGAI
பெருந் தகை மீளி வருவானைக் கண்டே,ETTUTHOGAI
இருந் துகில் தானையின் ஒற்றி பொருந்தலை,ETTUTHOGAI
பூத்தனள் நீங்கு எனப் பொய் ஆற்றால் தோழியர்,ETTUTHOGAI
தோற்றம் ஓர் ஒத்த மலர் கமழ் தண் சாந்தின்,ETTUTHOGAI
நாற்றத்தின் போற்றி நகையொடும் போத்தந்து,ETTUTHOGAI
இருங் கடற்கு ஊங்கு இவரும் யாறு எனத் தங்கான்,ETTUTHOGAI
மகிழ களிப் பட்ட தேன் தேறல் மாற்றி,ETTUTHOGAI
குருதி துடையாக் குறுகி மரு(வ) இனியர்,ETTUTHOGAI
பூத்தனள் நங்கை பொலிக எனநாணுதல்,ETTUTHOGAI
வாய்த்தன்றால் வையை வரவு,ETTUTHOGAI
வையை வானக் கங்கையை ஒத்து விளங்குதல்,ETTUTHOGAI
மலையின் இழி அருவி மல்கு இணர்ச் சார்ச் சார்க்,ETTUTHOGAI
கரை மரம் சேர்ந்து கவினி மடவார்,ETTUTHOGAI
நனை சேர் கதுப்பினுள் தண் போது மைந்தர்,ETTUTHOGAI
மலர் மார்பின் சோர்ந்த மலர் இதழ் தாஅய்,ETTUTHOGAI
மீன் ஆரம் பூத்த வியன் கங்கை நந்திய,ETTUTHOGAI
வானம் பெயர்ந்த மருங்கு ஒத்தல் எஞ்ஞான்றும்,ETTUTHOGAI
தேன் இமிர் வையைக்கு இயல்பு,ETTUTHOGAI
கள்ளே புனலே புலவி இம் மூன்றினும்,ETTUTHOGAI
ஒள் ஒளி சேய்தா ஒளி கிளர் உண் கண் கெண்டை,ETTUTHOGAI
பல் வரி வண்டினம் வாய் சூழ் கவினொடும்,ETTUTHOGAI
வெல் நீர் வீவயின் தேன் சோர பல் நீர்,ETTUTHOGAI
அடுத்தடுத்து ஆடுவார்ப் புல்ல குழைந்து,ETTUTHOGAI
வடுப் படு மான்மதச் சாந்து ஆர் அகலத்தான்,ETTUTHOGAI
எடுத்த வேய் எக்கி நூக்கு உயர்பு தாக்கத்,ETTUTHOGAI
தொடுத்த தேன் சோரும் வரை போலும் தோற்றம்,ETTUTHOGAI
கொடித் தேரான் வையைக்கு இயல்பு,ETTUTHOGAI
தோழி வையையை நோக்கிக் கூறுவாளாய் வாயில் மறுத்தல்,ETTUTHOGAI
வரை ஆர்க்கும் புயல் கரை,ETTUTHOGAI
திரை ஆர்க்கும் இத் தீம் புனல்,ETTUTHOGAI
கண்ணியர் தாரர் கமழ் நறுங் கோதையர்,ETTUTHOGAI
பண்ணிய ஈகைப் பயன் கொள்வான் ஆடலால்,ETTUTHOGAI
நாள் நாள் உறையும் நறுஞ்சாந்தும் கோதையும்,ETTUTHOGAI
பூத்த புகையும் அவியும் புலராமை,ETTUTHOGAI
மறாஅற்க வானம் மலிதந்து நீத்தம்,ETTUTHOGAI
பாடியவர் :: நல்லழிசியார்,ETTUTHOGAI
இசையமைத்தவர் :: நல்லச்சுதனார்,ETTUTHOGAI
மாலைதோறும் பரங்குன்றைப் பரவி உறைபவர்,ETTUTHOGAI
தேம் படு மலர் குழை பூந் துகில் வடி மணி,ETTUTHOGAI
ஏந்து இலை சுமந்து சாந்தம் விரைஇ,ETTUTHOGAI
விடை அரை அசைத்த வேலன் கடிமரம்,ETTUTHOGAI
பரவினர் உரையொடு பண்ணிய இசையினர்,ETTUTHOGAI
விரிமலர் மதுவின் மரன் நனை குன்றத்து,ETTUTHOGAI
கோல் எரி கொளை நறை புகை கொடி ஒருங்கு எழ,ETTUTHOGAI
மாலை மாலை அடி உறை இயைநர்,ETTUTHOGAI
மேலோர் உறையுளும் வேண்டுநர் யாஅர்,ETTUTHOGAI
மாறுமாறு எழும் பல்வேறு ஓசைகளை உடையது பரங்குன்றம்,ETTUTHOGAI
ஒருதிறம் பாணர் யாழின் தீங் குரல் எழ,ETTUTHOGAI
ஒருதிறம் யாணர் வண்டின் இமிர் இசை எழ,ETTUTHOGAI
ஒருதிறம் கண் ஆர் குழலின் கரைபு எழ,ETTUTHOGAI
ஒருதிறம் பண் ஆர் தும்பி பரந்து இசை ஊத,ETTUTHOGAI
ஒருதிறம் மண் ஆர் முழவின் இசை எழ,ETTUTHOGAI
ஒருதிறம் அண்ணல் நெடு வரை அருவி நீர் ததும்ப,ETTUTHOGAI
ஒருதிறம் பாடல் நல் விறலியர் ஒல்குபு நுடங்க,ETTUTHOGAI
ஒருதிறம் வாடை உளர்வயின் பூங் கொடி நுடங்க,ETTUTHOGAI
ஒருதிறம் பாடினி முரலும் பாலை அம் குரலின்,ETTUTHOGAI
நீடுகிளர் கிழமை நிறை குறை தோன்ற,ETTUTHOGAI
ஒருதிறம் ஆடு சீர் மஞ்ஞை அரி குரல் தோன்ற,ETTUTHOGAI
மாறுமாறு உற்றன் போல் மாறு எதிர் கோடல்,ETTUTHOGAI
மாறு அட்டான் குன்றம் உடைத்து,ETTUTHOGAI
பரங்குன்றிற்கும் கூடாக்கும் இடைப்பட்ட நிலம்,ETTUTHOGAI
பாடல் சான்று பல் புகழ் முற்றிய,ETTUTHOGAI
கூடலொடு பரங்குன்றின் இடை,ETTUTHOGAI
கமழ் நறுஞ்சாந்தின் அவரவர் திளைப்ப,ETTUTHOGAI
நணிநணித்து ஆயினும் சேஎய்ச் சேய்த்து,ETTUTHOGAI
மகிழ் மிகு தேஎம் கோதையர் கூந்தல் குஞ்சியின்,ETTUTHOGAI
சோர்ந்து அவிழ் இதழின் இயங்கும் ஆறு இன்று,ETTUTHOGAI
வசை நீங்கிய வாய்மையால் வேள்வியால்,ETTUTHOGAI
திசை நாறிய குன்று அமர்ந்து ஆண்டுஆண்டு,ETTUTHOGAI
ஆவி உண்ணும் அகில் கெழு கமழ் புகை,ETTUTHOGAI
வாய்வாய் மீ போய் உம்பர் இமைபு இறப்ப,ETTUTHOGAI
தேயா மண்டிலம் காணுமாறு இன்று,ETTUTHOGAI
பரங்குன்றின் அலங்காரம்,ETTUTHOGAI
வளை முன் கை வணங்கு இறையார்,ETTUTHOGAI
அணை மென் தோள் அசைபு ஒத்தார்,ETTUTHOGAI
தார் மார்பின் தகை இயலார்,ETTUTHOGAI
மனம் மகிழ் தூங்குநர் பாய்பு உடன் ஆட,ETTUTHOGAI
சுனை மலர்த் தாது ஊதும் வண்டு ஊதல் எய்தா,ETTUTHOGAI
அனைய பரங்குன்றின் அணி,ETTUTHOGAI
தெய்வ விழவும் விருந்தயர்வும்,ETTUTHOGAI
கீழோர் வயல் பரக்கும் வார் வெள் அருவி பரந்து ஆனாது ஆரோ,ETTUTHOGAI
மேலோர் இயங்குதலால் வீழ் மணி நீலம் செறு உழக்கும் அரோ,ETTUTHOGAI
தெய்வ விழவும் திருந்து விருந்து அயர்வும்,ETTUTHOGAI
அவ் வெள் அருவி அணி பரங் குன்றிற்கும்,ETTUTHOGAI
தொய்யா விழுச் சீர் வளம் கெழு வையைக்கும்,ETTUTHOGAI
கொய் உளை மான் தேர்க் கொடித்தேரான் கூடற்கும்,ETTUTHOGAI
கை ஊழ் தடுமாற்றம் நன்று,ETTUTHOGAI
முருகனை எதிர் முகமாக்கி வாழ்த்துதல்,ETTUTHOGAI
மணி நிற மஞ்ஞை ஓங்கிய புட் கொடி,ETTUTHOGAI
பிணிமுகம் ஊர்ந்த வெல் போர் இறைவ,ETTUTHOGAI
பணி ஒரீஇ நின் புகழ் ஏத்தி,ETTUTHOGAI
அணி நெடிங் குன்றம் பாடுதும் தொழுதும்,ETTUTHOGAI
அவை யாமும் எம் சுற்றமும் பரவுதும்,ETTUTHOGAI
ஏம வைகல் பெறுக யாம் எனவே,ETTUTHOGAI
பாடியவர் :: குன்றம்பூதனார்,ETTUTHOGAI
இசையமைத்தவர் :: நல்லச்சுதனார்,ETTUTHOGAI
இமயத்தொடு நிகர்க்கும் குன்று,ETTUTHOGAI
போர் எதிர்ந்து ஏற்றார் மதுகை மதம் தப,ETTUTHOGAI
கார் எதிர்ந்து ஏற்ற கமஞ் சூல் எழிலிபோல்,ETTUTHOGAI
நீர் நிரந்து ஏற்ற நிலம் தாங்கு அழுவத்து,ETTUTHOGAI
சூர் நிரந்து சுற்றிய மா தபுத்த வேலோய் நின்,ETTUTHOGAI
சீர் நிரந்து ஏந்திய குன்றொடு நேர் நிரந்து,ETTUTHOGAI
ஏறுமாறு ஏற்கும் இக் குன்று,ETTUTHOGAI
தலைமகன் ஊடல் உணர்ப்பிக்கும் திறம்,ETTUTHOGAI
ஒள் ஒளி மணிப் பொறி ஆல் மஞ்ஞை நோக்கித் தன்,ETTUTHOGAI
உள்ளத்து நினைப்பானைக் கண்டனள் திரு நுதலும்,ETTUTHOGAI
உள்ளியது உணர்ந்தேன் அது உரை இனி நீ எம்மை,ETTUTHOGAI
எள்ளுதல் மறைத்தல் ஓம்பு என்பாளைப் பெயர்த்து அவன்,ETTUTHOGAI
காதலாய் நின் இயல் களவு எண்ணிக் களி மகிழ்,ETTUTHOGAI
பேதுற்ற இதலைக் கண்டு யான் நோக்க நீ எம்மை,ETTUTHOGAI
ஏதிலா நோக்குதி என்று ஆங்கு உணர்ப்பித்தல்,ETTUTHOGAI
ஆய் தேரான் குன்ற இயல்பு,ETTUTHOGAI
பாணனுக்குத் தலைமகனது பரத்தைமை பற்றிக் கூறும் தலைமகளின் கூற்று,ETTUTHOGAI
ஐ வளம் பூத்த அணி திகழ் குன்றின்மேல்,ETTUTHOGAI
மை வளம் பூத்த மலர் ஏர் மழைக் கண்ணார்,ETTUTHOGAI
கை வளம் பூத்த வடு வொடு காணாய் நீ,ETTUTHOGAI
மொய் வளம் பூத்த முயக்கம் யாம் கைப்படுத்தேம்,ETTUTHOGAI
மெய் வளம் பூத்த விழை தகு பொன் அணி,ETTUTHOGAI
நை வளம் பூத்த நரம்பு இயை சீர்ப் பொய் வளம்,ETTUTHOGAI
பூத்தன பாணா நின் பாட்டு,ETTUTHOGAI
பரங்குன்றத்திலுள்ள அம்பலம்,ETTUTHOGAI
தண் தளிர் தருப் படுத்து எடுத்து உரைஇ,ETTUTHOGAI
மங்குல் மழை முழங்கிய விறல் வரையால்,ETTUTHOGAI
கண் பொருபு சுடர்ந்து அடர்ந்து இடந்து,ETTUTHOGAI
இருள் போழும் கொடி மின்னால்,ETTUTHOGAI
வெண் சுடர் வேல் வேள் விரை மயில் வேல் ஞாயிறு நின்,ETTUTHOGAI
ஒண் சுடர் ஓடைக் களிறு ஏய்க்கும் நின் குன்றத்து,ETTUTHOGAI
எழுது எழில் அம்பலம் காமவேள் அம்பின்,ETTUTHOGAI
தொழில் வீற்றிருந்த நகர்,ETTUTHOGAI
குன்றத்துக் காட்சிகள்,ETTUTHOGAI
ஆர் ததும்பும் அயில் அம்பு நிறை நாழி,ETTUTHOGAI
சூர் ததும்பும் வரைய காவால்,ETTUTHOGAI
கார் ததும்பு நீர் ததும்புவன சுனை,ETTUTHOGAI
ஏர் ததும்புவன பூ அணி செறிவு,ETTUTHOGAI
போர் தோற்றுக் கட்டுண்டார் கை போல்வ கார் தோற்றும்,ETTUTHOGAI
காந்தள் செறிந்த கவின்,ETTUTHOGAI
கவின் முகை கட்டு அவிழ்ப்ப தும்பி கட்டு யாழின்,ETTUTHOGAI
புரி நெகிழ்ப்பார் போன்றன கை,ETTUTHOGAI
அச்சிரக்கால் ஆர்த்து அணி மழை கோலின்றே,ETTUTHOGAI
வச்சிரத்தான் வானவில்லு,ETTUTHOGAI
வில்லுச் சொரி பகழியின் மென் மலர் தாயின,ETTUTHOGAI
வல்லுப் போர் வல்லாய் மலைமேல் மரம்,ETTUTHOGAI
வட்டு உருட்டு வல்லாய் மலைய நெட்டுருட்டுச்,ETTUTHOGAI
சீர் ததும்பும் அரவமுடன் சிறந்து,ETTUTHOGAI
போர் ததும்பும் அரவம் போல்,ETTUTHOGAI
கருவி ஆர்ப்ப கருவி நின்றன குன்றம்,ETTUTHOGAI
அருவி ஆர்ப்ப முத்து அணிந்தன வரை,ETTUTHOGAI
குருவி ஆர்ப்ப குரல் குவிந்தன தினை,ETTUTHOGAI
எருவை கோப்ப எழில் அணி திருவில்,ETTUTHOGAI
வானில் அணித்த வரி ஊதும் பல் மலரால்,ETTUTHOGAI
முருகவேளை வாழ்த்துதல்,ETTUTHOGAI
புரி உறு நரம்பும் இயலும் புணர்ந்து,ETTUTHOGAI
சுருதியும் பூவும் சுடரும் கூடி,ETTUTHOGAI
எரி உருகு அகிலோடு ஆரமும் கமழும்,ETTUTHOGAI
செரு வேற் தானைச் செல்வ நின் அடி உறை,ETTUTHOGAI
