இதழ,FLOWER,petals
ப்பைங்குருக்கத்தியொடு,FLOWER,with kurukkathi flowers (Hiptage madablota)
ப்பித்திகை,FLOWER,pichi/jasmine flowers
விரவு,O,adjective meaning mixed
மலர்,FLOWER,flower
கொள்ளீரோ,O,verb meaning will you take (with expletive)
என,O,verb meaning thus
வண்டு,INSECT,bee
சூழ்,O,verb meaning surrounding/swarming
வட்டியள்,PERSON,woman with a basket
திரிதரும்,O,verb meaning going around
தண்டலை,FOREST,grove
உழவர்,PROFESSION,farmer
தனி,O,adjective meaning special/unique
மட,O,adjective meaning naive/delicate
மகளே,PERSON,daughter (with expletive)
poem98,,
எய்ம்,ANIMAL,porcupine
முள்,ANIMAL,quill
அன்ன,O,adjective meaning like
ப்பரூஉ,O,adjective meaning coarse (with sandhi)
மயிர்,ANIMAL,hair/fur
எருத்தின்,ANIMAL,with a neck
செய்ம்,FIELD,field
ம்,O,sandhi consonant
மேவல்,O,verb meaning desiring/anxious
சிறுகண்,ANIMAL,small-eyed
ப்பன்றி,ANIMAL,pig
ஓங்கு,O,adjective meaning tall
மலை,MOUNTAIN,mountain
வியன்,O,adjective meaning wide
ப்புனம்,FIELD,field
ப்படீஇயர்,O,verb meaning to graze/eat (with sandhi)
வீங்கு,O,adjective meaning big/large
ப்பொறி,OBJECT,trap
நூழை,PLACE,small entrance
நுழையும்,O,verb meaning entering
ப்பொழுதில்,TIME,when/at the time
தாழாது,O,verb meaning without delay
ப்பாங்கர்,O,adverb meaning there/nearby
ப்பக்கத்து,O,adverb meaning from nearby
ப்பல்லி,ANIMAL,lizard
ப்பட்டென,O,verb meaning since there were clucks
மெல்ல,O,adverb meaning slowly
மெல்ல,O,adverb meaning slowly
ப்பிறக்கே,O,adverb meaning behind (with expletive)
ப்பெயர்ந்து,O,verb meaning having moved/turned back
தன்,O,pronoun meaning its
கல்,MOUNTAIN,rock
அளை,PLACE,cave
ப்பள்ளி,PLACE,resting place
வதியும்,O,verb meaning it stays/lives
நாடன்,PERSON,man from such country
எந்தை,PERSON,our father
ஓம்பும்,O,verb meaning protects
கடி,O,adjective meaning protected/guarded
உடை,O,verb meaning with/having
வியல்,O,adjective meaning big/wide
நகர்,STRUCTURE,house
துஞ்சாக்,O,adjective meaning not sleeping
காவலர்,WARRIOR,guards
இகழ்பதம்,O,noun meaning tiredness/sleepiness
நோக்கி,O,verb meaning seeing/watching
இரவின்,TIME,at night
வரூஉம்,O,verb meaning you come (with sandhi)
அதனினும்,O,conjunction meaning than that
கொடிதே,O,adjective meaning it is harsher (with expletive)
வைகலும்,TIME,every day
ப்பொருந்தல்,O,verb meaning to close
ஒல்லா,O,verb meaning unable to
கண்ணொடு,O,noun meaning with eyes
வாரா,O,verb meaning has not come back
என்,O,pronoun meaning my
நார்,O,noun meaning compassion/love
இல்,O,particle meaning without
நெஞ்சே,O,noun meaning heart (with expletive)
poem99,,
நீர்,WATERBODY,water
அற,O,adverb meaning without
வறந்த,O,adjective meaning dried
நிரம்பா,O,adjective meaning endless
நீள்,O,adjective meaning long
இடை,PLACE,path
த்,O,sandhi consonant
துகில்,CLOTHING,cloth/fabric
விரித்தன்ன,O,adjective meaning like spread
வெயில்,NATURE,sun/sunlight
அவிர்,O,adjective meaning blazing/shining
உருப்பின்,O,noun meaning with rays/heat
அஞ்சுவர,O,verb meaning causing fear
ப்பனிக்கும்,O,verb meaning causing trembling
வெஞ்சுரம்,DESERT,hot/wasteland
இறந்தோர்,PERSON,the one who went
தாம்,O,pronoun meaning they/he
வர,O,verb meaning to come
த்,O,sandhi consonant
தெளித்த,O,verb meaning promised
ப்பருவம்,TIME,season
காண்வர,O,verb meaning to see/appear
இதுவோ,O,pronoun meaning is this (with expletive)
என்றிசின்,O,verb meaning you asked (with expletive)
மடந்தை,PERSON,young woman
மதி,O,noun meaning intelligence
இன்று,O,verb meaning without
மறந்து,O,verb meaning forgetting
கடல்,WATERBODY,ocean
முகந்த,O,verb meaning having absorbed
கமஞ்சூல்,O,adjective meaning filled with water
மா,O,adjective meaning dark
மழை,NATURE,clouds
ப்பொறுத்தல்,O,verb meaning to bear
செல்லாது,O,verb meaning unable to
இறுத்த,O,verb meaning came down/poured
வண்,O,adjective meaning heavy/generous
ப்பெயல்,NATURE,rain
கார்,TIME,rainy season
என்று,O,verb meaning thus
அயர்ந்த,O,adjective meaning forgetful
உள்ளமொடு,O,noun meaning with hearts
தேர்வு,O,noun meaning knowledge/understanding
இல,O,verb meaning without (contraction of இல்லை)
ப்பிடவமும்,FLOWER,pidavam flowers (Randia malabarica)
கொன்றையும்,FLOWER,kondrai flowers (Cassia fistula)
கோடலும்,FLOWER,kodal flowers (white glory lily)
மடவ,O,adjective meaning ignorant/dumb
ஆகலின்,O,conjunction meaning hence/so
மலர்ந்தன,O,verb meaning they blossomed
பலவே,O,adjective meaning many/abundantly (with expletive)
poem100,,
உள்ளுதொறும்,TIME,whenever I think
நகுவேன்,O,verb meaning I laugh
தோழி,PERSON,friend
வள்,O,adjective meaning sharp
உகிர்,ANIMAL,claw
மாரிக்,TIME,rainy season
கொக்கின்,BIRD,stork's
கூர்,O,adjective meaning sharp
அலகு,ANIMAL,beak
அன்ன,O,adjective meaning like
குண்டு,WATERBODY,pond
நீர்,WATERBODY,water
ஆம்பல்,FLOWER,white waterlily
தண்,NATURE,cool
துறை,PLACE,shore
ஊரன்,PERSON,man from the town
தேம்,FOOD,honey
கமழ்,O,verb meaning fragrant
ஐம்பால்,CLOTHING,five-part braid
ப்பற்றி,O,verb meaning having held
என்,O,pronoun meaning my
வயின்,O,postposition meaning with/at
வான்,O,adjective meaning white/bright
க்கோல்,O,adjective meaning rounded/well made
எல்,O,adjective meaning bright
வளை,OBJECT,bangles
வெளவிய,O,verb meaning plucked/removed
ப்பூசல்,O,noun meaning quarrel/uproar
சினவிய,O,adjective meaning angry
முகத்து,O,noun meaning with face
சினவாது,O,verb meaning without anger
சென்று,O,verb meaning having gone
நின்,O,pronoun meaning your
மனையோட்கு,PERSON,to your wife
உரைப்பல்,O,verb meaning I will tell
என்றலின்,O,verb meaning since I said that
முனை,PLACE,edge
ஊர்ப்,PLACE,of the town
ப்பல்,O,adjective meaning many
ஆ,ANIMAL,cows
நெடு,O,adjective meaning long/large
நிரை,O,noun meaning herd
வில்லின்,WEAPON,with arrows
ஒய்யும்,O,verb meaning seizes and brings
தேர்,VEHICLE,chariot
வண்,O,adjective meaning generous
மலையன்,KING,Malaiyamān
முந்தை,O,adverb meaning in front
ப்பேர்,O,adjective meaning great
இசை,O,noun meaning fame/music
ப்புலம்,REGION,country/land
ப்பிரி,O,verb meaning separated/from another
வயிரியர்,PROFESSION,skilled artists/drummers
நலம்,O,noun meaning goodness/auspiciousness
ப்புரி,O,verb meaning doing
முழவின்,OBJECT,of the drums
மண்,OBJECT,mud/clay
ஆர்,O,verb meaning filled/packed
கண்ணின்,OBJECT,like the eyes (of the drum)
அதிரும்,O,verb meaning roars/trembles
நன்னராளன்,PERSON,the man who wants it good
நடுங்கு,O,verb meaning trembling
அஞர்,O,noun meaning distress/fear
நிலையே,O,noun meaning situation (with expletive)
Word,Entity,Explanation
poem101,,
முற்றா,O,adjective meaning immature/unripe
மஞ்சள்,PLANT,turmeric
ப்பசும்புறம்,PLANT,fresh/tender sides
கடுப்ப,O,particle meaning like/resembling
ச்சுற்றிய,O,adjective meaning surrounded
ப்பிணர,O,noun meaning rough skin/scales
சூழ்,O,adjective meaning surrounded/wrapped
கழி,WATERBODY,backwater
இறவின்,FISH,shrimp
கணம்,O,noun meaning group/many
கொள்,O,verb meaning having/taking
குப்பை,FOOD,heaps (of dried fish)
உணங்கு,O,verb meaning drying
திறன்,O,noun meaning method/way
நோக்கி,O,verb meaning seeing/looking
ப்புன்னை,PLANT,punnai/laurel tree
அம்,O,expletive/particle
கொழு,O,adjective meaning dense/thick
நிழல்,NATURE,shade
முன்,O,adverb meaning before/in front
உய்த்து,O,verb meaning taking
ப்பரப்பும்,O,verb meaning spreading
துறை,PLACE,port/seashore
நணி,O,adverb meaning nearby
இருந்த,O,verb meaning staying/living
ப்பாக்கமும்,PLACE,seaside village
உறை,O,verb meaning staying
நனி,O,adverb meaning very
இனிது,O,adjective meaning sweet/pleasant
மன்,O,particle indicating past
அளிதோ,O,adjective meaning pitiable (with expletive)
தானே,O,pronoun meaning it (with expletive)
துனி,O,noun meaning sorrow
தீர்ந்து,O,verb meaning having ended/without
அகன்ற,O,adjective meaning wide/broad
அல்குல்,O,noun meaning loins
ஐது,O,adjective meaning delicate
அமை,O,verb meaning having/fitted
நுசுப்பின்,O,noun meaning with waist
மீன்,FISH,fish
எறி,PROFESSION,fishermen who catch
ப்பரதவர்,PROFESSION,fishermen
மடமகள்,PERSON,naive/innocent daughter
மான்,ANIMAL,deer
அமர்,O,adjective meaning calm/like
நோக்கம்,O,noun meaning looks
காணா,O,verb meaning not seen
ஊங்கே,TIME,before (with expletive)
poem102,,
கொடுங்குரல்,FOOD,curved millet clusters
குறைத்த,O,verb meaning reduced/eaten
செவ்வாய்,O,adjective meaning red-beaked
ப்பைங்கிளி,BIRD,green parrot
அஞ்சல்,O,verb meaning do not fear
ஓம்பி,O,verb meaning protecting/removing
ஆர்,O,verb meaning to eat/be satisfied
ப்பதம்,TIME,time/opportunity
கொண்டு,O,verb meaning having taken
நின்,O,pronoun meaning your
குறை,O,noun meaning need/desire
முடித்த,O,verb meaning having finished/satisfied
ப்பின்றை,TIME,after
என்,O,pronoun meaning my
குறை,O,noun meaning need/desire
செய்தல்,O,verb meaning to do/take care
வேண்டுமால்,O,verb meaning you need to (with expletive)
கை,O,noun meaning hand
தொழுது,O,verb meaning having pressed together
இரப்பல்,O,verb meaning I plead/beg
ப்பல்,O,adjective meaning many
கோள்,FRUIT,clusters of fruit
ப்பலவின்,FRUIT,jackfruit tree (Artocarpus heterophyllus)
சாரல்,MOUNTAIN,mountain slopes
அவர்,O,pronoun meaning his
நாட்டு,REGION,in the country
நின்,O,pronoun meaning your
கிளை,O,noun meaning relatives
மருங்கின்,O,postposition meaning near/with
சேறி,O,verb meaning if you reach/go
ஆயின்,O,conjunction meaning if
அம்,O,expletive/particle
மலை,MOUNTAIN,mountain
கிழவோற்கு,PERSON,to the lord of the mountains
உரைமதி,O,verb meaning please tell him (with expletive)
இம்,O,pronoun meaning this
மலை,MOUNTAIN,mountain
க்,O,sandhi consonant
கான,TRIBE,forest
க்,O,sandhi consonant
குறவர்,TRIBE,mountain dwellers
மடமகள்,PERSON,innocent daughter
ஏனல்,FIELD,millet field
காவல்,PROFESSION,protecting
ஆயினள்,O,verb meaning she is
எனவே,O,verb meaning thus (with expletive)
poem103,,
ஒன்று,O,numeral meaning one
தெரிந்து,O,verb meaning having decided/clearly
உரைத்திசின்,O,verb meaning tell me (with expletive)
நெஞ்சே,O,noun meaning oh heart
ப்புன்,O,adjective meaning parched/dry
கால்,O,noun meaning trunk/stem
சிறியிலை,PLANT,small-leaved (neem)
வேம்பின்,PLANT,neem tree (Azadirachta indica)
ப்பெரிய,O,adjective meaning big
கொன்று,O,verb meaning ruining/breaking
கடாஅம்,ANIMAL,musth (with sandhi)
செருக்கிய,O,adjective meaning arrogant
கடுஞ்சின,O,adjective meaning strong/ferocious
முன்பின்,O,noun meaning strength/might
க்,O,sandhi consonant
களிறு,ANIMAL,male elephant
நின்று,O,verb meaning having stood
இறந்த,O,verb meaning passed/left
நீரல்,O,noun meaning urine
ஈரத்து,O,noun meaning wetness/moisture
ப்பால்,FOOD,milk
அவி,O,verb meaning dried up/without
தோல்,O,noun meaning skin/lean
முலை,O,noun meaning breast
அகடு,O,noun meaning stomach/belly
நிலம்,PLACE,land/ground
சேர்த்தி,O,verb meaning placing/flat on
ப்பசி,O,noun meaning hunger
அட,O,verb meaning distressed
முடங்கிய,O,verb meaning lying down/curled
ப்பைங்கண்,O,adjective meaning green-eyed
செந்நாய்,ANIMAL,wild dog (Cuon alpinus)
மாயா,O,adjective meaning unspoilt/perfect
வேட்டம்,PROFESSION,hunting
ப்போகிய,O,verb meaning gone
கணவன்,ANIMAL,husband/male
ப்பொய்யா,O,adjective meaning truthful/not failing
மரபின்,O,noun meaning in the manner/with nature
ப்பிணவு,ANIMAL,female
நினைந்து,O,verb meaning thinking
இரங்கும்,O,verb meaning feels sorry
விருந்தின்,O,adjective meaning new/fresh
வெங்காட்டு,FOREST,hot/harsh forest
வருந்துதும்,O,verb meaning I am sad
யாமே,O,pronoun meaning me (with expletive)
ஆள்,O,noun meaning man/person
வினைக்கு,O,noun meaning for work
அகல்வாம்,O,verb meaning we will go
எனினும்,O,conjunction meaning even if
மீள்வாம்,O,verb meaning we will return
எனினும்,O,conjunction meaning even if
நீ,O,pronoun meaning you
துணிந்ததுவே,O,verb meaning your resolution/decision (with expletive)
poem104,,
பூம்பொறி,ANIMAL,with beautiful markings/stripes
உழுவை,ANIMAL,tiger
ப்பேழ்வாய்,O,adjective meaning with gaping/big mouth
ஏற்றை,ANIMAL,male
தேம்,FOOD,honey
கமழ்,O,verb meaning fragrant
சிலம்பின்,MOUNTAIN,on the mountain slope
களிற்றொடு,ANIMAL,with bull elephant
ப்பொரினே,O,verb meaning when it fought (with expletive)
துறுகல்,PLACE,boulder
மீமிசை,O,adverb meaning on top of
உறுகண்,O,noun meaning sorrow/danger
அஞ்சாக்,O,adjective meaning not afraid/brave
குற,TRIBE,mountain dweller
க்,O,sandhi consonant
குறுமாக்கள்,PERSON,children
ப்புகற்சியின்,O,noun meaning with desire/happily
எறிந்த,O,verb meaning beaten
தொண்டகச்,OBJECT,thondakam drum
சிறுபறை,OBJECT,small drum
ப்பாணி,NATURE,sound
அயலது,O,adverb meaning nearby
ப்பைந்தாள்,PLANT,green stalks
செந்தினை,FOOD,red millet/fine millet
ப்,O,sandhi consonant
படுகிளி,BIRD,parrots that come to eat
ஓப்பும்,O,verb meaning chasing away
ஆர்கலி,O,adjective meaning uproarious/loud
வெற்பன்,PERSON,man from the mountains
மார்பு,O,noun meaning chest
நயந்து,O,verb meaning desiring
உறையும்,O,verb meaning live/dwell
யானே,O,pronoun meaning I (with expletive)
அன்றியும்,O,conjunction meaning other than/besides
உளர்,O,verb meaning are there
கொல்,O,expletive/particle
ப்பானாள்,TIME,midnight
ப்பாம்புடை,ANIMAL,with snakes
விடர,MOUNTAIN,mountain crevices
ஓங்கு,O,adjective meaning lofty
மலை,MOUNTAIN,mountain
மிளிர,O,verb meaning causing to roll
உருமு,NATURE,thunder/lightning
சிவந்து,O,verb meaning shining red
எறியும்,O,verb meaning strikes/roars
ப்பொழுதொடு,TIME,at the time
ப்பெருநீர்,WATERBODY,flood water
ப்போக்கு,O,noun meaning traffic/movement
அற,O,adverb meaning without
விலங்கிய,O,adjective meaning blocking
சாரல்,MOUNTAIN,mountain slopes
நோக்கு,O,verb meaning to see
அருஞ்சிறு,O,adjective meaning difficult small
நெறி,PLACE,path
நினையுமோரே,PERSON,those who think (with expletive)
poem105,,
முளி,O,adjective meaning dry
கொடி,PLANT,creepers
வலந்த,O,verb meaning surrounded
முள்,O,adjective meaning thorny
அரை,PLANT,trunk
இலவத்து,PLANT,silk-cotton tree's
ஒளிர்,O,adjective meaning bright
சினை,PLANT,branch
அதிர,O,verb meaning to tremble
வீசி,O,verb meaning blowing
விளிபட,O,verb meaning breaking
வெவ்வளி,NATURE,harsh wind/hot wind
வழங்கும்,O,verb meaning blowing/moving
வேய்,PLANT,bamboo
ப்பயில்,O,verb meaning abundant
மருங்கில்,PLACE,in a place
கடு,O,adjective meaning rapid
நடை,O,noun meaning walk
யானை,ANIMAL,elephant
கன்றொடு,ANIMAL,with calf
வருந்த,O,verb meaning sad/distressed
நெடு,O,adjective meaning long
நீர்,WATERBODY,water
அற்ற,O,verb meaning without/having no
நிழல்,NATURE,shade
இல்,O,particle meaning without
ஆங்கண்,O,adverb meaning there
அருஞ்சுர,DESERT,harsh wasteland
க்,O,sandhi consonant
கவலைய,PLACE,forked paths
என்னாய்,O,verb meaning you are not considering
நெடுஞ்சேண்,O,adverb meaning very far away
ப்பட்டனை,O,verb meaning you have moved
வாழிய,O,expletive/particle
நெஞ்சே,O,noun meaning oh heart
குட்டுவன்,KING,Kuttuvan (Chera king)
குடவரை,MOUNTAIN,western mountains
ச்சுனைய,WATERBODY,in the springs
மா,O,adjective meaning dark/large
இதழ்,FLOWER,petal
க்,O,sandhi consonant
குவளை,FLOWER,blue waterlily
வண்டு,INSECT,bees
ப்படு,O,verb meaning swarming
வான்,O,adjective meaning bright/large
போது,FLOWER,flower
கமழும்,O,verb meaning fragrant
அம்,O,expletive/particle
சில்,O,adjective meaning delicate
ஓதி,CLOTHING,hair
அரும்,O,adjective meaning great/precious
ப்படர்,O,noun meaning sorrow/pain
உறவே,O,verb meaning to attain (with expletive)
poem106,,
அறிதலும்,O,verb meaning to know
அறிதியோ,O,verb meaning do you know (with expletive)
ப்பாக,PERSON,oh charioteer
ப்பெருங்கடல்,WATERBODY,large ocean
எறி,O,adjective meaning crashing
திரை,WATERBODY,wave
கொழீஇய,O,verb meaning brought and heaped (with sandhi)
எக்கர்,PLACE,sand dunes
வெறி,O,adjective meaning fragrant
கொள,O,verb meaning being
ஆடு,O,verb meaning playing
வரி,O,adjective meaning striped/with patterns
அலவன்,ANIMAL,crab
ஓடு,O,verb meaning running
வயின்,O,postposition meaning wherever
ஆற்றாது,O,verb meaning unable to keep up
அசைஇ,O,verb meaning tired/gave up (with sandhi)
உள்,O,adverb meaning inside
ஒழிந்த,O,verb meaning remained/gave up
வசை,O,noun meaning fault/blame
தீர்,O,adjective meaning without/faultless
குறுமகட்கு,PERSON,to the young woman
உயவினென்,O,verb meaning I was sad
சென்று,O,verb meaning having gone
யான்,O,pronoun meaning I
உள்,O,adjective meaning inner
நோய்,O,noun meaning pain/affliction
உரைப்ப,O,verb meaning to tell
மறுமொழி,O,noun meaning reply
ப்பெயர்த்தல்,O,verb meaning to give
ஆற்றாள்,O,verb meaning she was unable
நறு,O,adjective meaning fragrant
மலர்,FLOWER,flower
ஞாழல்,PLANT,gnazhal tree (Cassia Sophera)
அம்,O,expletive/particle
சினை,PLANT,branch
த்,O,sandhi consonant
தாழ்,O,adjective meaning low/dangling
இணர்,FLOWER,cluster
கொழுதி,O,verb meaning having plucked
முறி,PLANT,sprouts
திமிர்ந்து,O,verb meaning having crushed
உதிர்த்த,O,verb meaning threw down
கையள்,PERSON,she with hands
அறிவு,O,noun meaning intelligence/mind
அஞர்,O,noun meaning distress
உறுவி,O,verb meaning she is distressed
ஆய்,O,adjective meaning beautiful
மட,O,adjective meaning confused
நிலையே,O,noun meaning state (with expletive)
poem107,,
உள்ளுதொறும்,TIME,whenever I think
நகுவேன்,O,verb meaning I laugh
தோழி,PERSON,friend
வள்,O,adjective meaning big/thick
உகிர்ப்,ANIMAL,with nails
ப்பிடி,ANIMAL,female elephant
ப்பிளந்திட்ட,O,verb meaning split and thrown
நார்,O,noun meaning fiber
இல்,O,particle meaning without
வெண்கோட்டு,PLANT,white branches
க்,O,sandhi consonant
கொடிறு,OBJECT,tongs
ப்போல்,O,particle meaning like
காய,FRUIT,unripe fruits/fruits
வால்,O,adjective meaning white
இணர்ப்,FLOWER,with white bunches
ப்பாலை,PLANT,palai tree (Wrightia tinctoria)
செல்,O,verb meaning passing
வளி,NATURE,wind
தூக்கலின்,O,verb meaning since they shake
இலை,PLANT,leaf
தீர்,O,adjective meaning without
நெற்றம்,PLANT,seed pods
கல்,MOUNTAIN,rock/stone
இழி,O,verb meaning coming down
அருவியின்,WATERBODY,like waterfalls
ஒல்லென,O,onomatopoeia,roaring sound
ஒலிக்கும்,O,verb meaning roar/sound
ப்புல்,O,adjective meaning small/dull
இலை,PLANT,leaf
ஓமைய,PLANT,omai trees (Dillenia indica/Toothbrush tree)
ப்புலி,ANIMAL,tiger
வழங்கு,O,verb meaning roams
அத்தம்,PLACE,wasteland
சென்ற,O,verb meaning went
காதலர்,PERSON,lover
வழி,PLACE,path
வழிப்பட்ட,O,verb meaning followed/worshipped
நெஞ்சே,O,noun meaning heart
நல்,O,adjective meaning fine/good
வினை,O,noun meaning action/deed
ப்பாற்றே,O,adverb meaning due to/enjoying
ஈண்டு,O,adverb meaning here
ஒழிந்து,O,verb meaning remaining
ஆனா,O,adjective meaning endless/continuous
க்கௌவை,O,noun meaning slander/gossip
மலைந்த,O,verb meaning having attained
யானே,O,pronoun meaning me (with expletive)
தோழி,PERSON,friend
நோய்ப்பாலேனே,O,noun meaning I am suffering from love affliction (with expletive)
poem108,,
மலை,MOUNTAIN,mountain
அயல்,O,adverb meaning near
கலித்த,O,adjective meaning flourishing
மை,O,adjective meaning dark
ஆர்,O,adjective meaning filled
ஏனல்,FOOD,millet
துணையின்,O,adverb meaning from its partner
தீர்ந்த,O,verb meaning separated
கடுங்கண்,O,adjective meaning fierce/harsh
யானை,ANIMAL,elephant
அணைய,O,verb meaning to come near
க்,O,sandhi consonant
கண்ட,O,verb meaning having seen
அம்,O,expletive/particle
குடி,PLACE,settlement/village
க்,O,sandhi consonant
குறவர்,TRIBE,mountain dwellers
கணையர்,WARRIOR,men with arrows
கிணையர்,PROFESSION,kinai drummers
கை,O,noun meaning hand
ப்புனை,O,verb meaning made/hand-made
கவணர்,WEAPON,those with slingshots
விளியர்,O,adjective meaning those who make loud noises
ப்புறக்குடி,PLACE,outside areas of settlement
ஆர்க்கும்,O,verb meaning they raise uproar
நாட,PERSON,oh man from such country
ப்பழகிய,O,adjective meaning once friends/familiar
ப்பகையும்,O,noun meaning enemies
ப்பிரிவு,O,noun meaning separation
இன்னாதே,O,adjective meaning it is sad (with expletive)
முகை,FLOWER,bud
ஏர்,O,particle meaning like
இலங்கு,O,adjective meaning bright
எயிற்று,O,noun meaning with teeth
இன்னகை,O,noun meaning sweet smile
மடந்தை,PERSON,young woman
சுடர்,ASTRONOMICAL,flame/sun
ப்புரை,O,particle meaning like
திரு,O,adjective meaning beautiful
நுதல்,O,noun meaning forehead
ப்பசப்ப,O,verb meaning to become pale
தொடர்பு,O,noun meaning relationship/contact
யாங்கு,O,adverb meaning how
விட்டனை,O,verb meaning did you abandon
நோகோ,O,verb meaning I am hurting (with expletive)
யானே,O,pronoun meaning me (with expletive)
poem109,,
ஒன்றுதும்,O,verb meaning we are one
என்ற,O,verb meaning said
தொன்றுபடு,O,adjective meaning ancient/long-standing
நட்பின்,O,noun meaning with friendship
காதலர்,PERSON,lover
அகன்றென,O,verb meaning since he left
கலங்கி,O,verb meaning worried/confused
ப்பேதுற்று,O,verb meaning confused
அன்னவோ,O,interrogative meaning why (with expletive)
இந்நன்னுதல்,PERSON,this young woman with lovely brow
நிலை,O,noun meaning situation
என,O,verb meaning thus
வினவல்,O,noun meaning questioning
ஆனா,O,adjective meaning endless
ப்புனை,O,verb meaning wearing/fine
இழை,OBJECT,jewels
கேள்,O,verb meaning listen
இனி,O,adverb meaning now
உரைக்கல்,O,verb meaning to state/say
ஆகா,O,verb meaning unable
எவ்வம்,O,noun meaning sorrow
இம்மென,O,onomatopoeia,loud sound
இரைக்கும்,O,verb meaning blows/comes
வாடை,NATURE,northern wind
இருள்,NATURE,darkness
கூர்,O,adjective meaning sharp/dense
ப்பொழுதில்,TIME,at the time
துளியுடை,O,adjective meaning with raindrops
த்,O,sandhi consonant
தொழுவில்,STRUCTURE,in the cow stable
துணிதல்,O,verb meaning to move/untie
அற்றத்து,TIME,at the time
உச்சி,O,noun meaning top/head
க்,O,sandhi consonant
கட்டிய,O,verb meaning tied
கூழை,ANIMAL,short cow/cow in mud
ஆவின்,ANIMAL,of the cow
நிலை,O,noun meaning state
என,O,particle meaning like
ஒருவேன்,PERSON,I am left alone
ஆகி,O,verb meaning being/becoming
உலமர,O,verb meaning with distress
கழியும்,O,verb meaning ends
இப்,O,pronoun meaning this
ப்பகல்,TIME,day
மடி,O,adjective meaning ending/fading
ப்பொழுதே,TIME,time (with expletive)
poem110,,
ப்பிரசம்,FOOD,honey
கலந்த,O,verb meaning mixed
வெண்சுவைத்,FOOD,white taste
தீம்பால்,FOOD,sweet milk
விரி,O,adjective meaning wide/spreading
கதிர்,ASTRONOMICAL,ray/bright
ப்பொற்கலத்து,OBJECT,gold bowl
ஒரு,O,numeral meaning one
கை,O,noun meaning hand
ஏந்தி,O,verb meaning carrying
ப்புடைப்பின்,O,noun meaning on the ends
சுற்றும்,O,verb meaning tied around
ப்பூந்தலை,O,adjective meaning delicate/flower-like top
சிறு,O,adjective meaning small
க்கோல்,OBJECT,stick
உண்,O,verb meaning eat/drink
என்று,O,verb meaning saying
ஓக்குபு,O,verb meaning raising
ப்புடைப்ப,O,verb meaning hitting
தெண்,O,adjective meaning clear
நீர்,WATERBODY,water
முத்து,OBJECT,pearl
அரிப்,OBJECT,filled
ப்பொற்சிலம்பு,OBJECT,gold anklet
ஒலிப்ப,O,verb meaning to jingle
த்தத்துற்று,O,verb meaning jumping
அரி,O,adjective meaning intermittent/soft
நரை,O,adjective meaning white/gray
க்கூந்தல்,CLOTHING,hair
செம்முது,O,adjective meaning wise/old
ச்செவிலியர்,PERSON,foster mothers
ப்பரி,O,noun meaning running/chasing
மெலிந்து,O,verb meaning becoming tired
ஒழிய,O,verb meaning to leave/give up
ப்பந்தர்,STRUCTURE,pavilion
ஓடி,O,verb meaning having run
ஏவல்,O,noun meaning command
மறுக்கும்,O,verb meaning refusing
சிறு,O,adjective meaning small/little
விளையாட்டி,PERSON,playful girl
அறிவும்,O,noun meaning intelligence
ஒழுக்கமும்,O,noun meaning discipline
யாண்டு,O,adverb meaning how
உணர்ந்தனள்,O,verb meaning did she become
கொல்,O,expletive/particle
கொண்ட,O,verb meaning married/taken
கொழுநன்,PERSON,husband
குடி,STRUCTURE,family
வறன்,O,noun meaning poverty
உற்றென,O,verb meaning since it became
கொடுத்த,O,verb meaning gave
தந்தை,PERSON,father
கொழுஞ்சோறு,FOOD,rich rice/food
உள்ளாள்,O,verb meaning she does not think
ஒழுகு,O,verb meaning flowing
நீர்,WATERBODY,water
நுணங்கு,O,adjective meaning fine
அறல்,PLACE,sand
ப்போல,O,particle meaning like
ப்பொழுது,TIME,time
மறுத்து,O,verb meaning refusing
உண்ணும்,O,verb meaning she eats
சிறு,O,adjective meaning small/little
மதுகையளே,PERSON,young woman with some strength (with expletive)
poem111,,
அத்த,PLACE,of the wasteland
இருப்பை,PLANT,iruppai tree (Indian Butter Tree)
ப்பூவின்,FLOWER,like the flowers
அன்ன,O,adjective meaning like
துய்த்தலை,O,adjective meaning delicate/fuzzy heads
இறவொடு,FISH,with shrimp
தொகை,O,adjective meaning together/various
மீன்,FISH,fish
ப்பெறீஇயர்,O,verb meaning to get (with sandhi)
வரி,O,adjective meaning tied/knotted
வலை,OBJECT,net
ப்பரதவர்,PROFESSION,fishermen
கருவினை,O,adjective meaning hard-working
ச்,O,sandhi consonant
சிறாஅர்,PERSON,children (with sandhi)
மரன்,PLANT,tree
மேற்கொண்டு,O,verb meaning climbing on
மான்,ANIMAL,deer
கணம்,O,noun meaning herd
தகைமார்,O,verb meaning to block/catch
வெந்திறல்,O,adjective meaning very strong
இளையவர்,PERSON,youngsters
வேட்டு,O,verb meaning having desired
எழுந்தாங்கு,O,verb meaning like how they rose up
த்,O,sandhi consonant
திமில்,VEHICLE,boat
மேற்கொண்டு,O,verb meaning climbing on
திரை,WATERBODY,wave
ச்சுரம்,PLACE,path/sea
நீந்தி,O,verb meaning having braved/swum
வாள்வாய்,O,adjective meaning sword-mouthed
ச்சுறவொடு,FISH,with sharks
வய,O,adjective meaning strong
மீன்,FISH,fish
கெண்டி,O,verb meaning cutting up
நிணம்,FOOD,fat/fatty flesh
ப்பெய்,O,verb meaning placing/bringing
