மன்னிய,O,verb meaning achieved
ஏனல்,FOOD,millet field
அம்,O,adjective meaning beautiful
சிறு,O,adjective meaning small
தினை,FOOD,millet
காக்கும்,O,verb meaning protects
சேணோன்,PERSON,mountain dweller on tall platform
ஞெகிழியின்,OBJECT,because of the flame from torches
பெயர்ந்த,O,verb meaning moved away
நெடு,O,adjective meaning tall
நல்,O,adjective meaning fine
யானை,ANIMAL,elephant
மீன்படு,NATURE,falling star
சுடர்,NATURE,bright light
ஒளி,NATURE,light
வெரூஉம்,O,verb meaning it fears
வான்,NATURE,sky
தோய்,O,verb meaning touching
வெற்பன்,PERSON,lord of the mountains
மணவா,O,verb meaning before he united
ஊங்கே,O,adverb meaning before

poem358,,
வீங்கு,O,adjective meaning tight
இழை,OBJECT,jewels
நெகிழ,O,verb meaning becoming loose
விம்மி,O,verb meaning crying
ஈங்கே,PLACE,here
எறி,O,verb meaning shedding
கண்,O,noun meaning eyes
பேதுறல்,O,verb meaning getting confused
ஆய்,O,adjective meaning fine
கோடு,O,noun meaning lines
இட்டு,O,verb meaning drawing
சுவர்வாய்,STRUCTURE,on the wall
பற்றும்,O,verb meaning holding on
நின்,O,pronoun meaning your
படர்,O,noun meaning sorrow
சேண்,PLACE,far away
நீங்க,O,verb meaning to go
வருவேம்,O,verb meaning he will come back
என்ற,O,quotative meaning that
பருவம்,NATURE,season
உதுக்காண்,O,interjection meaning look there
தனியோர்,PERSON,those who are alone
இரங்கும்,O,verb meaning are sad
பனி,NATURE,cold
கூர்,O,adjective meaning sharp
மாலை,NATURE,evening
பல்,O,adjective meaning many
ஆன்,ANIMAL,cows
கோவலர்,PROFESSION,cattle herders
கண்ணிச்,FLOWER,on the garlands
சொல்லுப,O,verb meaning stating
அன்ன,O,adjective meaning like
முல்லை,FLOWER,jasmine
வெண்முகையே,FLOWER,white buds

poem359,,
கண்டிசின்,O,verb meaning look at this
பாண,PROFESSION,O bard
பண்பு,O,noun meaning beauty
உடைத்து,O,verb meaning it has
அம்ம,O,interjection meaning surprise
மாலை,NATURE,evening
விரிந்த,O,verb meaning spread
பசு,O,adjective meaning cool/young
வெண்ணிலவின்,NATURE,under the white moon
குறுங்கால்,OBJECT,short-legged
கட்டில்,OBJECT,cot
நறும்,O,adjective meaning fragrant
பூஞ்சேக்கை,OBJECT,flower bed
பள்ளி,ANIMAL,sleeping
யானையின்,ANIMAL,like an elephant
உயிர்த்தனன்,O,verb meaning he sighed
நசைஇ,O,verb meaning with desire
புதல்வன்,PERSON,son
தழீஇயினன்,O,verb meaning he hugged
விறலவன்,PERSON,victorious man
புதல்வன்,PERSON,boy's
தாய்,PERSON,mother
அவன்,PERSON,his
புறம்,O,noun meaning back side
கவைஇயினளே,O,verb meaning she embraced

poem360,,
வெறி,O,noun meaning Murukan's affliction
என,O,quotative meaning that
உணர்ந்த,O,verb meaning thinks
வேலன்,PROFESSION,diviner
நோய்,O,noun meaning illness
மருந்து,FOOD,medicine
அறியான்,O,verb meaning does not know
ஆகுதல்,O,verb meaning since
அன்னை,PERSON,mother
காணிய,O,verb meaning to see
அரும்,O,adjective meaning great
படர்,O,noun meaning pain
எவ்வம்,O,noun meaning suffering
இன்று,NATURE,today
நாம்,O,pronoun meaning I
உழப்பினும்,O,verb meaning even if I struggle
வாரற்க,O,verb meaning may he not come
தில்ல,O,particle implying desire
தோழி,PERSON,O friend
சாரல்,MOUNTAIN,mountain slopes
பிடிக்,ANIMAL,female elephant's
கை,ANIMAL,trunk
அன்ன,O,adjective meaning like
பெருங்குரல்,FOOD,huge clusters
ஏனல்,FOOD,millet
உண்,O,verb meaning eating
கிளி,BIRD,parrots
கடியும்,O,verb meaning chasing
கொடிச்சி,PERSON,mountain woman
கை,O,noun meaning hand-held
குளிர்,OBJECT,rattle
சிலம்பின்,OBJECT,like anklets
சிலம்பும்,O,verb meaning echoing
சோலை,FOREST,groves
இலங்கு,O,adjective meaning flourishing
மலை,MOUNTAIN,mountain
நாடன்,PERSON,lord of the mountains
இரவினானே,NATURE,during the nights
poem361,,
அம்ம,O,particle meaning listen
வாழி,O,expletive meaning may you live long
தோழி,PERSON,O friend
அன்னைக்கு,PERSON,to my mother
உயர்நிலை,PLACE,higher world
உலகமும்,PLACE,world also
சிறிதால்,O,adjective meaning is too little
அவர்,PERSON,his
மலை,MOUNTAIN,mountain
மாலைப்,NATURE,evenings
பெய்த,NATURE,rains that fell
மணம்,FLOWER,fragrance
கமழ்,O,verb meaning filled
உந்தியொடு,WATERBODY,with flowing streams
காலை,NATURE,morning
வந்த,O,verb meaning came
காந்தள்,FLOWER,glory lily
முழு,O,adjective meaning whole/thick
முதல்,PLANT,stems with roots
மெல்,O,adjective meaning tender
இலை,PLANT,leaves
குழைய,O,verb meaning to get crushed
முயங்கலும்,O,verb meaning hugging also
இல்,STRUCTURE,house
உய்த்து,O,verb meaning bringing
நடுதலும்,O,verb meaning planting also
கடியாதோளே,O,verb meaning she does not prevent

poem362,,
முருகு,DEITY,Murukan
அயர்ந்து,O,verb meaning worshiping
வந்த,O,verb meaning come
முதுவாய்,O,adjective meaning wise
வேல,PROFESSION,O priest
சினவல்,O,verb meaning anger
ஓம்புமதி,O,verb meaning control your temper
வினவுவது,O,verb meaning to ask
உடையேன்,O,verb meaning I have
பல்,O,adjective meaning many
வேறு,O,adjective meaning different
உருவில்,O,noun meaning in forms
சில்,O,adjective meaning some
அவிழ்,FOOD,boiled rice
மடையொடு,FOOD,with offerings
சிறு,O,adjective meaning small
மறி,ANIMAL,young goat
கொன்று,O,verb meaning having killed
இவள்,PERSON,her
நறுநுதல்,O,noun meaning fragrant forehead
நீவி,O,verb meaning rubbing
வணங்கினை,O,verb meaning you pray
கொடுத்தி,O,verb meaning you offer
ஆயின்,O,conditional meaning if
அணங்கிய,O,verb meaning caused distress
விண்,NATURE,sky
தோய்,O,verb meaning touching
மா,O,adjective meaning huge
மலை,MOUNTAIN,mountain
சிலம்பன்,PERSON,man from the mountains
ஒண்,O,adjective meaning bright
தார்,FLOWER,flower garland
அகலமும்,O,noun meaning chest also
உண்ணுமோ,O,verb meaning will it eat
பலியே,FOOD,offerings

poem363,,
கண்ணி,FLOWER,flower strand
மருப்பின்,ANIMAL,on his horns
அண்ணல்,O,adjective meaning noble
நல்,O,adjective meaning fine
ஏறு,ANIMAL,wild bull
செங்கால்,PLANT,red-stemmed
பதவின்,PLANT,of arukam grass
வார்,O,adjective meaning long
குரல்,PLANT,spears
கறிக்கும்,O,verb meaning it chews
மடக்,O,adjective meaning tender-eyed
கண்,O,noun meaning eyes
வரையா,ANIMAL,wild cow
நோக்கி,O,verb meaning looking at
வெய்துற்று,O,verb meaning sighing
புல்,O,adjective meaning dull/parched
அரை,PLANT,trunk
உகாஅய்,PLANT,ukāy tree
வரி,O,adjective meaning striped
நிழல்,NATURE,shade
வதியும்,O,verb meaning it rests
இன்னா,O,adjective meaning painful
அருஞ்சுரம்,PLACE,harsh wasteland
இறத்தல்,O,verb meaning to pass
இனிதோ,O,adjective meaning will it be sweet
பெரும,PERSON,O lord
இன்,O,adjective meaning sweet
துணை,PERSON,companion
பிரிந்தே,O,verb meaning having separated

poem364,,
அரில்,O,adjective meaning entangled
பவர்ப்,PLANT,rattan vines
பிரம்பின்,PLANT,like rattan
வரிப்,O,adjective meaning lined
புற,O,noun meaning backs
நீர்நாய்,ANIMAL,otter
வாளை,FISH,vālai fish
நாள்,O,adjective meaning daily
இரை,FOOD,food
பெறூஉம்,O,verb meaning it gets
ஊரன்,PERSON,man from such town
பொன்,OBJECT,gold
கோல்,O,adjective meaning thick/rounded
அவிர்,O,adjective meaning shining
தொடி,OBJECT,bangles
தற்,PERSON,herself
கெழு,O,verb meaning possessing
தகுவி,PERSON,worthy one
என்,O,pronoun meaning my
புறங்கூறும்,O,verb meaning talks behind my back
என்ப,O,verb meaning they say
தெற்றென,O,adverb meaning clearly
வணங்கு,O,adjective meaning curved
இறை,O,noun meaning forearms
பணைத்தோள்,O,noun meaning bamboo-like arms
எல்,O,adjective meaning bright
வளை,OBJECT,bangles
மகளிர்,PERSON,women
துணங்கை,O,noun meaning thunangai dance
நாளும்,NATURE,day also
வந்தன,O,verb meaning is arriving
அவ்வரை,NATURE,at that time
கண்,O,noun meaning eyes
பொர,O,verb meaning warring
மற்று,O,expletive/particle
அதன்,O,pronoun meaning that
கண்,O,postposition meaning from
அவர்,PERSON,they
மணம்,O,noun meaning to embrace
கொளற்கு,O,verb meaning to choose
இவரும்,O,verb meaning will come
மள்ளர்,WARRIOR,warriors
போரே,O,noun meaning fight

poem365,,
கோடு,OBJECT,conch shells
ஈர்,O,verb meaning cutting
இலங்கு,O,adjective meaning bright
வளை,OBJECT,bangles
நெகிழ,O,verb meaning have become loose
நாளும்,NATURE,every day
பாடு,O,adjective meaning sleep
இல,O,negative verb meaning without
கலிழ்ந்து,O,verb meaning muddied
பனி,NATURE,tears
ஆனாவே,O,verb meaning are not without
துன்,O,adjective meaning difficult
அரு,O,adjective meaning to get close
நெடு,O,adjective meaning tall
வரை,MOUNTAIN,mountains
ததும்பிய,O,verb meaning overflowing
அருவி,WATERBODY,waterfall
தண்ணென்,O,adjective meaning cool-natured
முழவின்,OBJECT,like drums
இமிழ்,O,adjective meaning loud
இசை,O,noun meaning music
காட்டும்,O,verb meaning creates
மருங்கில்,PLACE,nearby
கொண்ட,O,verb meaning with
பலவின்,PLANT,jackfruit trees
பெருங்கல்,MOUNTAIN,lofty mountains
நாட,PERSON,O man from the country
நீ,O,pronoun meaning you
நயந்தோள்,PERSON,young woman you loved
கண்ணே,O,noun meaning eyes

poem366,,
பால்,DEITY,destiny
வரைந்து,O,verb meaning designed
அமைத்தல்,O,verb meaning being
அல்லது,O,negative particle meaning other than
அவர்,PERSON,him
வயின்,O,postposition meaning about
சால்பு,O,noun meaning worth/esteem
அளந்து,O,verb meaning to measure
அறிவதற்கு,O,verb meaning to know
யாம்,O,pronoun meaning we
யாரோ,O,pronoun meaning who are we
வேறு,O,adverb meaning separately
யான்,O,pronoun meaning I
கூறவும்,O,verb meaning even after what I said
அமையாள்,O,verb meaning she is not satisfied
அதன்தலை,O,adverb meaning and also
பைங்கண்,PLACE,lush patches
மாச்சுனை,WATERBODY,dark springs
பல்,O,adjective meaning many
பிணி,O,noun meaning tightness
அவிழ்த்த,O,verb meaning opened
வள்,O,adjective meaning large
இதழ்,FLOWER,petals
நீலம்,FLOWER,blue waterlily
நோக்கி,O,verb meaning looked at
உள்ளகை,O,adverb meaning inside her heart
பழுத,O,adjective meaning crying
கண்ணளாகி,O,noun meaning becoming of crying eyes
பழுதன்று,O,adjective meaning faultless
அம்ம,O,expletive/particle
இ,O,pronoun meaning this
ஆய்,O,adjective meaning beautiful
இழை,PERSON,young woman wearing beautiful ornaments
துணிவே,O,noun meaning strength

poem367,,
கொடியோர்,PERSON,cruel man
நல்கார்,O,verb meaning does not shower graces
ஆயினும்,O,verb meaning even if
யாழ,O,expletive of the second person
நின்,O,pronoun meaning your
தொடி,OBJECT,bangles
விளங்கு,O,adjective meaning bright
இறைய,O,noun meaning arms with wrists
தோள்,O,noun meaning arms
கவின்,O,noun meaning beauty
பெறீஇயர்,O,verb meaning for them to attain
உவக்காண்,O,interjection meaning look there
தோழி,PERSON,O friend
அ,PARTICLE,there
வந்திசினே,O,verb meaning you come
தொய்யல்,O,verb meaning wetting the land
மா,NATURE,heavy
மழை,NATURE,rain
தொடங்கலின்,O,verb meaning since it has started
அவர்,PERSON,his
நாட்டு,PLACE,country
பூசல்,O,adjective meaning uproarious
ஆயம்,PERSON,group of women
புகன்று,O,verb meaning with desire
இழி,O,verb meaning flowing
அருவியின்,WATERBODY,because of the waterfalls
மண்ணுறு,O,verb meaning washed
மணியின்,OBJECT,like sapphire
தோன்றும்,O,verb meaning appearing
தண்,NATURE,cool
நறுந்துறுகல்,MOUNTAIN,fragrant boulders
ஓங்கிய,O,adjective meaning lofty
மலையே,MOUNTAIN,mountain

poem368,,
மெல்லியலோயே,PERSON,O delicate friend
மெல்லியலோயே,PERSON,O delicate friend
நல்,O,adjective meaning good
நாள்,NATURE,day
நீத்த,O,verb meaning removed
பழி,O,adjective meaning faultless
தீர்,O,verb meaning removed
மாமை,O,noun meaning dark beauty
வன்பின்,O,noun meaning with strength
ஆற்றுதல்,O,verb meaning tolerating
அல்லது,O,negative particle meaning other than
செப்பின்,O,verb meaning if spoken
சொல்லகிற்றாம்,O,verb meaning I was unable to state
மெல்லியலோயே,PERSON,O delicate friend
சிறியரும்,PERSON,mean people also
பெரியரும்,PERSON,noble people also
வாழும்,O,verb meaning dwell
ஊர்க்கே,STRUCTURE,in the town
நாள்,NATURE,day
இடைப்படாஅ,O,verb phrase without a break
நளி,O,adjective meaning full
நீர்,WATERBODY,water
நீத்தத்து,WATERBODY,of the flood water
திண்,O,adjective meaning firm
கரைப்,PLACE,shore
பெரு,O,adjective meaning large
மரம்,PLANT,tree
போல,O,postposition meaning like
தீது,O,adjective meaning faultless
இல்,O,negative particle meaning without
நிலைமை,O,noun meaning situation
முயங்குகம்,O,verb meaning let me embrace
பலவே,O,adjective meaning many times

poem369,,
அத்த,PLACE,wasteland
வாகை,PLANT,vākai tree
அமலை,O,adjective meaning loud
வால்,O,adjective meaning white
நெற்று,FRUIT,seed pods
அரி,O,noun meaning seeds
ஆர்,OBJECT,anklets
சிலம்பின்,OBJECT,like anklets
அரிசி,FRUIT,seeds
ஆர்ப்ப,O,verb meaning make noises
கோடை,NATURE,westerly winds
தூக்கும்,O,verb meaning blow
கானம்,FOREST,forest
செல்வாம்,O,verb meaning let us go
தோழி,PERSON,O friend
நல்கினர்,O,verb meaning he has allowed graciously
நமரே,PERSON,our man

poem370,,
பொய்கை,WATERBODY,pond
ஆம்பல்,FLOWER,white waterlily
அணி,O,adjective meaning beautifully
நிற,O,noun meaning colored
கொழு,O,adjective meaning plump
முகை,FLOWER,buds
வண்டு,INSECT,bees
வாய்,O,noun meaning mouth
திறக்கும்,O,verb meaning open
தண்,NATURE,cool
துறை,PLACE,shore
ஊரனொடு,PERSON,with the man from the town
இருப்பின்,O,verb meaning when I stay
இரு,O,numeral meaning two
மருங்கினமே,O,noun meaning bodies
கிடப்பின்,O,verb meaning when lying with him
வில்லக,O,noun meaning on a bow
விரலின்,O,noun meaning like fingers
பொருந்திய,O,verb meaning placed together
அவன்,PERSON,his
நல்,O,adjective meaning fine
அகம்,O,noun meaning house
சேரின்,O,verb meaning when he goes away
ஒரு,O,numeral meaning one
மருங்கினமே,O,noun meaning body

poem371,,
கை,O,noun meaning arms
வளை,OBJECT,bangles
நெகிழ்தலும்,O,verb meaning slipping down
மெய்,O,noun meaning body
பசப்பு,O,noun meaning pallor
ஊர்தலும்,O,verb meaning spreading
மை,NATURE,clouds
படு,O,verb meaning with
சிலம்பின்,MOUNTAIN,on the mountains
ஐவனம்,FOOD,wild rice
வித்தி,O,verb meaning seeded
அருவியின்,WATERBODY,due to the waterfalls
விளைக்கும்,O,verb meaning growing
நாடனொடு,PERSON,with the man from such country
மருவேன்,O,verb meaning I did not get
தோழி,PERSON,O friend
அது,O,pronoun meaning that
காமமோ,O,great love/affection
பெரிதே,O,adjective meaning is big

poem372,,
பனைத்,PLANT,palmyra palm
தலை,PLANT,top
கருக்கு,PLANT,saw-edged
உடை,O,verb meaning having
நெடு,O,adjective meaning long
மடல்,PLANT,stems
குருத்தொடு,PLANT,with tender leaves
மாய,O,verb meaning disappear
கடு,O,adjective meaning fierce
வளி,NATURE,wind
தொகுத்த,O,verb meaning collected
நெடு,O,adjective meaning tall
வெண்குப்பை,PLACE,white sand dunes
கணம்,O,noun meaning many
கொள்,O,verb meaning having
சிமைய,O,noun meaning peaks
அணங்கும்,O,adjective meaning distressing
கானல்,PLACE,seashore
ஆழி,WATERBODY,ocean
தலை,O,adverb meaning from
வீசிய,O,verb meaning blown
அயிர்ச்,O,adjective meaning black
சேற்று,PLACE,mud
அருவிக்,WATERBODY,flowing water
கூழை,O,noun meaning hair
பெய்,O,verb meaning used for washing
எக்கர்,PLACE,sand dunes
குழீஇய,O,verb meaning heaped
பதுக்கை,PLACE,mounds
புலர்,O,verb meaning dry
பதம்,O,noun meaning time
கொள்ளா,O,verb meaning before it dries
அளவை,NATURE,time
அலர்,O,noun meaning gossip
எழுந்தன்று,O,verb meaning has risen
இ,O,pronoun meaning this
அழுங்கல்,O,adjective meaning loud
ஊரே,STRUCTURE,town

poem373,,
நிலம்,PLACE,land
புடை,O,adverb meaning side
பெயரினும்,O,verb meaning even if shifted
நீர்,WATERBODY,water
தீ,NATURE,fire
பிறழினும்,O,verb meaning changed nature
இலங்கு,O,adjective meaning glittering
திரை,WATERBODY,waves
பெருங்கடற்கு,WATERBODY,for the vast ocean
எல்லை,O,noun meaning edge
தோன்றினும்,O,verb meaning even if appeared
வெவ்வாய்ப்,O,adjective meaning harsh-tongued
பெண்டிர்,PERSON,women
கெளவை,O,noun meaning gossip
அஞ்சி,O,verb meaning fearing
கேடு,O,noun meaning ruin
எவன்,O,interrogative meaning what
உடைத்தோ,O,verb meaning does it have
தோழி,PERSON,O friend
니டு,O,adjective meaning long
மயிர்,ANIMAL,hair
கடும்,O,adjective meaning sharp
பல்,ANIMAL,teeth
ஊக,ANIMAL,black monkey
கறை,ANIMAL,black
விரல்,ANIMAL,fingers
ஏற்றை,ANIMAL,male
புடைத்,O,adverb meaning on the side
தொடுபு,O,verb meaning having dug
உடையூ,O,verb meaning breaking
பூ,FLOWER,flower
நாறு,O,verb meaning fragrant
பலவுக்,FRUIT,jackfruit
கனி,FRUIT,fruit
காந்தள்,FLOWER,glory lily
அம்,O,adjective meaning beautiful
சிறுகுடிக்,STRUCTURE,in the small village
கமழும்,O,verb meaning spreads fragrance
ஓங்கு,O,adjective meaning tall
மலை,MOUNTAIN,mountain
நாடனொடு,PERSON,with the man from the country
அமைந்த,O,verb meaning have
நம்,O,pronoun meaning our
தொடர்பே,O,noun meaning relationship

poem374,,
எந்தையும்,PERSON,father also
யாயும்,PERSON,mother also
உணர,O,verb meaning to understand
காட்டி,O,verb meaning having explained
ஒளித்த,O,verb meaning hidden
செய்தி,O,noun meaning news
வெளிப்பட,O,adverb meaning clearly
கிளந்த,O,verb meaning spoke
பின்,O,adverb meaning after
மலை,MOUNTAIN,mountain
கெழு,O,verb meaning abounding in
வெற்பன்,PERSON,lord of the mountain country
தலைவந்து,O,adverb meaning himself came
இரப்ப,O,verb meaning to ask
நன்று,O,adjective meaning right
புரி,O,verb meaning doing
கொள்கையின்,O,noun meaning with the principle
ஒன்றாகின்றே,O,verb meaning it agrees with us
முடங்கல்,O,adjective meaning curved
இறைய,O,noun meaning wings/hanging fronds
தூங்கணங்குரீஇ,BIRD,weaver birds
நீடு,O,adjective meaning tall
இரும்,O,adjective meaning dark
பெண்ணை,PLANT,female palmyra palm
தொடுத்த,O,verb meaning constructed
கூடினும்,O,verb phrase than the nests
மயங்கிய,O,adjective meaning confused
மையல்,O,adjective meaning confused
ஊரே,STRUCTURE,people in this town

poem375,,
அம்ம,O,particle meaning listen
வாழி,O,expletive meaning may you live long
தோழி,PERSON,O friend
இன்று,NATURE,today
அவர்,PERSON,he
வாரார்,O,verb meaning does not come
ஆயினோ,O,verb meaning if
நன்றே,O,adjective meaning it would be good
சாரல்,MOUNTAIN,mountain slopes
சிறு,O,adjective meaning tiny
தினை,FOOD,millet
விளைந்த,O,verb meaning harvested
வியன்,O,adjective meaning wide
கண்,PLACE,field
இரும்,O,adjective meaning huge
புனத்து,FIELD,in the field
இரவு,NATURE,night
அரிவாரின்,PROFESSION,of those who reap at night
தொண்டகச்,OBJECT,thondakam drums
சிறு,O,adjective meaning small
பறை,OBJECT,drum
பானாள்,NATURE,middle of the night
யாமத்தும்,NATURE,at night also
கறங்கும்,O,verb meaning sound
யாமம்,NATURE,night
காவலர்,PERSON,night guards
அவியாமாறே,O,verb phrase since they do not sleep

poem376,,
மன்,O,adjective meaning stable
உயிர்,O,noun meaning lives
அறியா,O,verb meaning do not know
துன்,O,adjective meaning difficult
அரும்,O,adjective meaning to approach
பொதியில்,MOUNTAIN,Pothiyil mountain
சூருடை,DEITY,with fierce gods
அடுக்கத்து,MOUNTAIN,in the mountain range
ஆரம்,PLANT,sandalwood
கடுப்ப,O,postposition meaning like
வேனிலானே,NATURE,in summer
தண்ணியள்,O,adjective meaning she is cool
பனியே,NATURE,in the cold season
வாங்கு,O,adjective meaning contained
கதிர்,NATURE,rays
தொகுப்ப,O,verb meaning collecting
கூம்பி,O,verb meaning closing
ஐயென,O,adverb meaning delicately
அலங்கு,O,adjective meaning moving
வெயில்,NATURE,sunlight/warmth
பொதிந்த,O,verb meaning contained
தாமரை,FLOWER,lotus
உள்,O,noun meaning inside
அகத்து,O,noun meaning heart
அன்ன,O,adjective meaning like
சிறு,O,adjective meaning little
வெம்மையளே,O,noun meaning she is with warmth

poem377,,
மலர்,FLOWER,flower
ஏர்,O,postposition meaning like
உண்கண்,O,noun meaning kohl-rimmed eyes
மாண்,O,adjective meaning splendid
நலம்,O,noun meaning beauty
தொலைய,O,verb meaning to lose
வளை,OBJECT,bangles
ஏர்,O,postposition meaning with
மென்தோள்,O,noun meaning delicate arms
ஞெகிழ்ந்ததன்,O,verb meaning they have become thin
தலையும்,O,adverb meaning even though
மாற்று,O,noun meaning medicine
ஆகின்றே,O,verb meaning it is
தோழி,PERSON,O friend
ஆற்றலையே,O,verb meaning you are inconsolable
அறிதற்கு,O,verb meaning to understand
அமையா,O,verb meaning beyond
நாடனொடு,PERSON,with the man from such country
செய்து,O,verb meaning formed
கொண்டது,O,verb meaning having
ஓர்,O,adjective meaning a
சிறு,O,adjective meaning little
நல்,O,adjective meaning good
நட்பே,O,noun meaning friendship

poem378,,
ஞாயிறு,NATURE,sun
காயாது,O,verb meaning not getting hot
மர,PLANT,tree
நிழல்,NATURE,shade
பட்டு,O,verb meaning with
மலை,MOUNTAIN,mountain
முதல்,PLACE,base
சிறுநெறி,PLACE,narrow path
மணல்,PLACE,sand
மிக,O,adverb meaning well
தாஅய்,O,verb meaning spread
தண்,NATURE,cool
மழை,NATURE,rain
தலைய,O,verb meaning may fall
ஆகுக,O,verb meaning let it be
நம்,O,pronoun meaning us
நீத்து,O,verb meaning abandoning
சுடர்வாய்,O,adjective meaning with brightness
நெடு,O,adjective meaning long
வேல்,WEAPON,spear
காளையொடு,PERSON,with the young man
மட,O,adjective meaning innocent
மா,O,adjective meaning dark-hued
அரிவை,PERSON,young woman
போகிய,O,verb meaning where she went
சுரனே,PLACE,wasteland

poem379,,
இன்று,NATURE,today
யாண்டையனோ,O,interrogative meaning where is he
தோழி,PERSON,O friend
குன்றத்து,MOUNTAIN,in the mountains
பழம்,O,adjective meaning old
குழி,PLACE,pits
அகழ்ந்த,O,verb meaning digs up
கானவன்,PROFESSION,mountain dweller
கிழங்கினொடு,FOOD,along with the tubers
கண்,O,adjective meaning flawless
அகன்,O,adjective meaning large
தூமணி,OBJECT,gems
பெறூஉம்,O,verb meaning they get
நாடன்,PERSON,man from such country
அறிவு,O,noun meaning understanding
காழ்க்,O,verb meaning mature enough
கொள்ளும்,O,verb meaning to acquire
அளவை,NATURE,when
செறிதொடி,PERSON,O one with tight bangles
எம்,O,pronoun meaning my
இல்,STRUCTURE,house
வருகுவை,O,verb meaning you will come
நீ,O,pronoun meaning you
என,O,quotative meaning thus
பொம்மல்,O,adjective meaning thick
ஓதி,O,noun meaning hair
நீவியோனே,PERSON,the man who stroked

poem380,,
விசும்பு,NATURE,sky
கண்,O,noun meaning sight
புதைய,O,verb meaning to be hidden
பாஅய்,O,verb meaning spread
வேந்தர்,KING,kings
வென்று,O,verb meaning having conquered
எறி,O,verb meaning beaten
முரசின்,OBJECT,like victory drums
நன்,O,adjective meaning good
பல,O,adjective meaning many
முழங்கி,NATURE,roaring
பெயல்,NATURE,rain
ஆனாதே,O,verb meaning without stopping
வானம்,NATURE,clouds
காதலர்,PERSON,your lover
நனி,O,adverb meaning very
சேய்,O,adjective meaning far away
நாட்டர்,PERSON,person from that land
நம்,O,pronoun meaning us
உன்னலரே,O,verb meaning he does not think
யாங்குச்,O,interrogative meaning what
செய்வாம்,O,verb meaning can we do
கொல்,O,expletive/particle
தோழி,PERSON,O friend
ஈங்கைய,PLANT,eengai plant
வண்ண,O,adjective meaning colorful
துய்,O,adjective meaning fuzzy
மலர்,FLOWER,flowers
உதிர,O,verb meaning drop
முன்னர்,O,adverb meaning ahead
தோன்றும்,O,verb meaning appearing
பனிக்,NATURE,cold
கடு,O,adjective meaning harsh
நாளே,NATURE,days

poem381,,
தொல்கவின்,O,noun meaning former beauty
தொலைந்து,O,verb meaning losing
தோள்,O,noun meaning arms
நலம்,O,noun meaning beauty
சாஅய்,O,verb meaning becoming slim
அல்லல்,O,adjective meaning sad
நெஞ்சமோடு,O,noun meaning with a heart
அல்கலும்,NATURE,at night also
துஞ்சாது,O,verb meaning not sleeping
பசலை,O,noun meaning pallor
ஆகி,O,verb meaning becoming
விளிவது,O,verb meaning will be ruined
கொல்லோ,O,particle implying doubt
வெண்குருகு,BIRD,white heron
நரலும்,O,verb meaning screeches
தண்,NATURE,cool
கமழ்,O,verb meaning fragrant
கானல்,PLACE,seashore grove
பூ,FLOWER,flower
மலி,O,verb meaning filled
பொதும்பர்,FOREST,grove
நாள்,O,adjective meaning fresh
மலர்,FLOWER,blossoms
மயக்கி,O,verb meaning disturbing
விலங்கு,O,adjective meaning blocking
திரை,WATERBODY,waves
உடைதரும்,O,verb meaning break
துறைவனொடு,PERSON,with the man from the seashore
இலங்கு,O,adjective meaning bright
எயிறு,ANIMAL,teeth
தோன்ற,O,verb meaning revealing
நக்கதன்,O,verb meaning due to laughing
பயனே,O,noun meaning the benefit

poem382,,
தண்,NATURE,cool
துளிக்கு,NATURE,to raindrops
ஏற்ற,O,verb meaning drenched
பைங்கொடி,PLANT,green vines
முல்லை,FLOWER,jasmine
முகை,FLOWER,buds
தலை,O,adverb meaning when
திறந்த,O,verb meaning opened
நாற்றம்,FLOWER,fragrance
புதல்,PLANT,bushes
மிசை,PLACE,on
பூ,FLOWER,flower
அமல்,O,adjective meaning abundant
தளவமொடு,FLOWER,with golden jasmine
தேம்,FOOD,honey
கமழ்பு,O,verb meaning with fragrance
கஞல,O,verb meaning in abundance
வம்புப்,O,adjective meaning unseasonal
பெய்யுமால்,O,verb meaning are shedding
மழையே,NATURE,clouds
வம்பு,O,adjective meaning unseasonal
அன்று,O,negative particle meaning it is not
கார்,NATURE,rainy season
இது,O,pronoun meaning this
பருவம்,NATURE,season
ஆயின்,O,conditional meaning if
வாராரோ,O,verb meaning will he come
நம்,O,pronoun meaning our
காதலோரே,PERSON,beloved man

poem383,,
நீ,O,pronoun meaning you
உடம்படுதலின்,O,verb meaning since you agreed
யான்,O,pronoun meaning I
தர,O,verb meaning since I said
வந்து,O,verb meaning came
குறி,PLACE,indicated place
நின்றனனே,O,verb meaning he came and stood
குன்ற,MOUNTAIN,mountain
நாடன்,PERSON,lord of the country
இன்றை,NATURE,today
அளவை,NATURE,time
சென்றைக்க,O,adverb meaning let pass
என்றி,O,verb meaning you say
கையும்,O,noun meaning hands also
காலும்,O,noun meaning legs also
ஓய்வன,O,verb meaning have gone weak
அழுங்க,O,verb meaning saddened
தீயுறு,O,verb meaning fallen in fire
தளிரின்,PLANT,like a tender sprout
நடுங்கி,O,verb meaning I tremble
யாவதும்,O,pronoun meaning nothing
இலை,O,negative verb meaning there is not
யான்,O,pronoun meaning I
செயற்கு,O,verb meaning for me to do
உரியதுவே,O,adjective meaning fitting

poem384,,
உழுந்து,FOOD,black gram
உடை,O,verb meaning breaking
